workload,n,trial,method,config,runtime_sec,rel_error,speedup_vs_numpy,speedup_vs_naive
Recsys (r=20),256,0,LR-GEMM-Det,r=8,0.1784279000130482,0.9888699311439753,0.008123168948831009,0.14633305684026457
Recsys (r=20),256,0,LR-GEMM-RSVD,r=16,0.006789900013245642,0.9690732644921007,0.21346411201396895,3.8454027281055088
Recsys (r=20),256,0,LR-GEMM-Det,r=16,0.1679201999795623,0.9690397719725459,0.008631480769839033,0.1554899293692854
Recsys (r=20),256,0,LR-GEMM-RSVD,r=32,0.03677010000683367,0.9148769634177332,0.039417895973134366,0.7100850971209198
Recsys (r=20),256,0,LR-GEMM-Det,r=32,0.15296309994300827,0.9099761073608881,0.009475487732212157,0.17069410886826022
Recsys (r=20),256,0,LR-GEMM-RSVD,r=64,0.12654920003842562,0.7838098996591958,0.011453252778769196,0.20632212630795269
Recsys (r=20),256,0,LR-GEMM-Det,r=64,0.17692250001709908,0.7533788273817913,0.008192287452704073,0.1475781770660881
Recsys (r=20),256,0,LR-GEMM-RSVD,r=128,0.2909691000240855,0.4648133004725218,0.00498128487482396,0.0897342708635973
Recsys (r=20),256,0,LR-GEMM-Det,r=128,0.18274920003022999,0.43091078604512745,0.007931087943210478,0.14287285542251008
Recsys (r=20),256,1,NumPy GEMM,optimized,0.002634699980262667,0.0,1.0,17.81409661110873
Recsys (r=20),256,1,Naive GEMM,outer-product,0.046934799989685416,5.521959836411113e-16,0.056135319226707676,1.0
Recsys (r=20),256,1,Strassen,thresh=64,0.006905900023411959,1.2159056769768638e-15,0.38151435313726934,6.7963335453119695
Recsys (r=20),256,1,RMM-Uniform,s/n=0.5%,0.0010607999865897,13.990354207670004,2.4836915663364594,44.24472151491366
Recsys (r=20),256,1,RMM-Importance,s/n=0.5%,0.0018001999706029892,16.16888785742555,1.4635596174241445,26.07199242091104
Recsys (r=20),256,1,RMM-Uniform,s/n=1.0%,0.0005141999572515488,8.359190111170035,5.123882145664513,91.27733156680274
Recsys (r=20),256,1,RMM-Importance,s/n=1.0%,0.001229999994393438,9.313111169310178,2.1420325140423615,38.15837414928675
Recsys (r=20),256,1,RMM-Uniform,s/n=2.0%,0.0010003999923355877,7.246237392015573,2.633646541831287,46.91603393569496
Recsys (r=20),256,1,RMM-Importance,s/n=2.0%,0.0013069999986328185,7.204860138544088,2.0158377834878984,35.910329027376704
Recsys (r=20),256,1,RMM-Uniform,s/n=5.0%,0.0011338999611325562,4.314582478138696,2.32357356960405,41.39236405194532
Recsys (r=20),256,1,RMM-Importance,s/n=5.0%,0.001096599968150258,4.364018364799264,2.4026081130632093,42.80029304474166
Recsys (r=20),256,1,RMM-Uniform,s/n=10.0%,0.0009982999763451517,3.0468750753022795,2.6391866600142513,47.01472613624325
Recsys (r=20),256,1,RMM-Importance,s/n=10.0%,0.0019209999591112137,3.2334832186781837,1.3715252661856692,24.43248359640813
Recsys (r=20),256,1,RMM-Uniform,s/n=20.0%,0.0012874999665655196,2.0324217926203882,2.0463689698500582,36.45421453088399
Recsys (r=20),256,1,RMM-Importance,s/n=20.0%,0.002293199999257922,2.2076201560901434,1.1489185335405783,20.466945754785225
Recsys (r=20),256,1,LR-GEMM-RSVD,r=8,0.005295399983879179,0.9900979775962703,0.497545036877951,8.863315355321475
Recsys (r=20),256,1,LR-GEMM-Det,r=8,0.16966040001716465,0.9888699311439753,0.015529257151321774,0.27663968719239723
Recsys (r=20),256,1,LR-GEMM-RSVD,r=16,0.004842400026973337,0.9756772966884419,0.5440897004763655,9.692466489395187
Recsys (r=20),256,1,LR-GEMM-Det,r=16,0.1432580000255257,0.9690397719725459,0.01839129388790306,0.32762428612239863
Recsys (r=20),256,1,LR-GEMM-RSVD,r=32,0.03898569999728352,0.9229583209821732,0.06758118952452438,1.2038978392835267
Recsys (r=20),256,1,LR-GEMM-Det,r=32,0.16986770002404228,0.9099761073608881,0.015510305843251918,0.27630208675953394
Recsys (r=20),256,1,LR-GEMM-RSVD,r=64,0.12973950000014156,0.7887556522364796,0.020307616263819363,0.36176183806500106
Recsys (r=20),256,1,LR-GEMM-Det,r=64,0.19522190000861883,0.7533788273817913,0.01349592427973679,0.24041769897543921
Recsys (r=20),256,1,LR-GEMM-RSVD,r=128,0.31182399997487664,0.46645986197523936,0.008449317501138278,0.15051695826320907
Recsys (r=20),256,1,LR-GEMM-Det,r=128,0.19979039998725057,0.43091078604512745,0.013187320213737986,0.23492019632915553
Recsys (r=20),256,2,NumPy GEMM,optimized,0.0013372000539675355,0.0,1.0,24.2598703813124
Recsys (r=20),256,2,Naive GEMM,outer-product,0.032440299983136356,5.521959836411113e-16,0.041220335652341705,1.0
Recsys (r=20),256,2,Strassen,thresh=64,0.00522989995079115,1.2159056769768638e-15,0.2556836778044389,6.20285288215293
Recsys (r=20),256,2,RMM-Uniform,s/n=0.5%,0.0011257000151090324,15.253340735115456,1.1878831269607986,28.81789068821703
Recsys (r=20),256,2,RMM-Importance,s/n=0.5%,0.001041000010445714,16.17406756356818,1.2845341407777706,31.16263175563921
Recsys (r=20),256,2,RMM-Uniform,s/n=1.0%,0.0007070000283420086,10.101984505126092,1.8913719948546734,45.88443943801864
Recsys (r=20),256,2,RMM-Importance,s/n=1.0%,0.0008167999912984669,9.24267340308856,1.6371205536398068,39.716332429884105
Recsys (r=20),256,2,RMM-Uniform,s/n=2.0%,0.0007027999963611364,7.602487351381958,1.902675100869537,46.15865132484546
Recsys (r=20),256,2,RMM-Importance,s/n=2.0%,0.001449399976991117,7.162889438014971,0.9225887092557411,22.38188250180659
Recsys (r=20),256,2,RMM-Uniform,s/n=5.0%,0.0009315999923273921,4.618196036512369,1.4353800611642806,34.822134231765716
Recsys (r=20),256,2,RMM-Importance,s/n=5.0%,0.001201300008688122,4.364012307313948,1.11312748214147,27.004328434628697
Recsys (r=20),256,2,RMM-Uniform,s/n=10.0%,0.0010574999614618719,3.7580079225550898,1.2644918228829158,30.67640772136897
Recsys (r=20),256,2,RMM-Importance,s/n=10.0%,0.0013349000364542007,3.121548822584639,1.0017229885763164,24.301669860842313
Recsys (r=20),256,2,RMM-Uniform,s/n=20.0%,0.0012784000136889517,2.4129975243098345,1.045995024756696,25.375703720095096
Recsys (r=20),256,2,RMM-Importance,s/n=20.0%,0.002571500022895634,2.216012126658915,0.5200077939185795,12.615321677736949
Recsys (r=20),256,2,LR-GEMM-RSVD,r=8,0.004850999976042658,0.9913652733988074,0.27565451671232427,6.687342845464299
Recsys (r=20),256,2,LR-GEMM-Det,r=8,0.19655710004735738,0.9888699311439753,0.006803112447453477,0.16504262616471432
Recsys (r=20),256,2,LR-GEMM-RSVD,r=16,0.005300700024235994,0.9763168171557445,0.2522685773300802,6.120002987305828
Recsys (r=20),256,2,LR-GEMM-Det,r=16,0.18397939996793866,0.9690397719725459,0.007268205321903234,0.17632571901413743
Recsys (r=20),256,2,LR-GEMM-RSVD,r=32,0.04342579998774454,0.9216005807243148,0.030792755789068132,0.7470282641261999
Recsys (r=20),256,2,LR-GEMM-Det,r=32,0.1926984000019729,0.9099761073608881,0.006939341758695686,0.16834753159758575
Recsys (r=20),256,2,LR-GEMM-RSVD,r=64,0.13702309998916462,0.7877786293036879,0.009758938850991383,0.2367505915842047
Recsys (r=20),256,2,LR-GEMM-Det,r=64,0.16502060001948848,0.7533788273817913,0.008103231074239312,0.19658333553086854
Recsys (r=20),256,2,LR-GEMM-RSVD,r=128,0.2863064000266604,0.45401062369215905,0.004670521000728651,0.11330623409087455
Recsys (r=20),256,2,LR-GEMM-Det,r=128,0.19096580002224073,0.43091078604512745,0.007002301217347814,0.169874919903764
Low-Rank (r=50),256,0,NumPy GEMM,optimized,0.0016497999895364046,0.0,1.0,16.2039035755409
Low-Rank (r=50),256,0,Naive GEMM,outer-product,0.026733199949376285,8.523109874407115e-16,0.0617135244811909,1.0
Low-Rank (r=50),256,0,Strassen,thresh=64,0.006005999981425703,2.7234560368952326e-15,0.2746919737993032,4.451082256418916
Low-Rank (r=50),256,0,RMM-Uniform,s/n=0.5%,0.0010124999680556357,14.484538732636704,1.6294321398395837,26.40316127684789
Low-Rank (r=50),256,0,RMM-Importance,s/n=0.5%,0.002151799970306456,33.301262795254466,0.7667069487418213,12.423645468109651
Low-Rank (r=50),256,0,RMM-Uniform,s/n=1.0%,0.0006092000403441489,49.772674154687614,2.7081416288226126,43.882465822349886
Low-Rank (r=50),256,0,RMM-Importance,s/n=1.0%,0.001873800007160753,11.764907258846506,0.8804568167529463,14.266837361092426
Low-Rank (r=50),256,0,RMM-Uniform,s/n=2.0%,0.0009393999935127795,21.440607475024397,1.7562273801675952,28.457739124960522
Low-Rank (r=50),256,0,RMM-Importance,s/n=2.0%,0.0009991999831981957,25.703093296717384,1.6511209140094227,26.754604082167642
Low-Rank (r=50),256,0,RMM-Uniform,s/n=5.0%,0.0010504999663680792,4.754523881571135,1.5704902830604563,25.44807311303557
Low-Rank (r=50),256,0,RMM-Importance,s/n=5.0%,0.0012679999927058816,9.713059204131957,1.301104100178874,21.08296538103938
Low-Rank (r=50),256,0,RMM-Uniform,s/n=10.0%,0.001269900007173419,4.802072436547004,1.2991573983912152,21.051421212981825
Low-Rank (r=50),256,0,RMM-Importance,s/n=10.0%,0.002074900025036186,9.213948484980012,0.7951226418765079,12.884090619696273
Low-Rank (r=50),256,0,RMM-Uniform,s/n=20.0%,0.0012042999733239412,4.156558617204429,1.369924459088757,22.19812384084924
Low-Rank (r=50),256,0,RMM-Importance,s/n=20.0%,0.0026771000120788813,2.2303707137006183,0.6162638609288509,9.985880179581645
Low-Rank (r=50),256,0,LR-GEMM-RSVD,r=8,0.004368499969132245,0.11266068841646033,0.3776582353654267,6.119537630370305
Low-Rank (r=50),256,0,LR-GEMM-Det,r=8,0.15553920000093058,0.11265427549685438,0.010606972322903384,0.1718743567487575
Low-Rank (r=50),256,0,LR-GEMM-RSVD,r=16,0.005580099998041987,0.032922777080125414,0.29565778213926386,4.79081019314291
Low-Rank (r=50),256,0,LR-GEMM-Det,r=16,0.17575430002762005,0.03296249263051514,0.009386967996101012,0.1521055242755092
Low-Rank (r=50),256,0,LR-GEMM-RSVD,r=32,0.03957239998271689,0.011174331170369266,0.04169067305134258,0.6755516461233567
Low-Rank (r=50),256,0,LR-GEMM-Det,r=32,0.16635909996693954,0.011154530063222094,0.009917100957292199,0.16069574766086714
Low-Rank (r=50),256,0,LR-GEMM-RSVD,r=64,0.14494979998562485,1.4094336454562806e-09,0.011381871445838633,0.18443074741757148
Low-Rank (r=50),256,0,LR-GEMM-Det,r=64,0.17077300004893914,4.958306163387827e-15,0.009660777693567569,0.1565423102113053
Low-Rank (r=50),256,0,LR-GEMM-RSVD,r=128,0.3078373000025749,5.070903637448316e-10,0.005359324518252352,0.08684197772379329
Low-Rank (r=50),256,0,LR-GEMM-Det,r=128,0.16216820001136512,5.562206088505314e-15,0.010173387812288617,0.16484859514690772
Low-Rank (r=50),256,1,NumPy GEMM,optimized,0.0013707000180147588,0.0,1.0,19.679725418835474
Low-Rank (r=50),256,1,Naive GEMM,outer-product,0.026974999986123294,8.523109874407115e-16,0.05081371709804952,1.0
Low-Rank (r=50),256,1,Strassen,thresh=64,0.005714999977499247,2.7234560368952326e-15,0.23984252378152165,4.720035011780864
Low-Rank (r=50),256,1,RMM-Uniform,s/n=0.5%,0.0008185000042431056,80.14950939072385,1.6746487610373209,32.9566277902075
Low-Rank (r=50),256,1,RMM-Importance,s/n=0.5%,0.0007862999918870628,33.427805830145765,1.7432278165553308,34.30624477228501
Low-Rank (r=50),256,1,RMM-Uniform,s/n=1.0%,0.00033789995359256864,20.439084614974107,4.056526209729863,79.8313219617931
Low-Rank (r=50),256,1,RMM-Importance,s/n=1.0%,0.0005640999879688025,12.767680963019739,2.429888401434544,47.8195365386449
Low-Rank (r=50),256,1,RMM-Uniform,s/n=2.0%,0.0007160999812185764,7.117398935880967,1.914118215283653,37.6693208959737
Low-Rank (r=50),256,1,RMM-Importance,s/n=2.0%,0.0007428000099025667,20.42828185335163,1.8453150238844962,36.31529298129871
Low-Rank (r=50),256,1,RMM-Uniform,s/n=5.0%,0.0011746000382117927,5.61854606820224,1.1669504285914276,22.96526401207167
Low-Rank (r=50),256,1,RMM-Importance,s/n=5.0%,0.0009015999967232347,6.449302947989705,1.5202972748407457,29.919032923869725
Low-Rank (r=50),256,1,RMM-Uniform,s/n=10.0%,0.0011209999793209136,4.381353016271151,1.2227475854594665,24.063336738386365
Low-Rank (r=50),256,1,RMM-Importance,s/n=10.0%,0.0015133999986574054,3.2989513122635654,0.9057090123105318,17.824104671635947
Low-Rank (r=50),256,1,RMM-Uniform,s/n=20.0%,0.001285600010305643,3.815742368022239,1.06619477833458,20.98242048062069
Low-Rank (r=50),256,1,RMM-Importance,s/n=20.0%,0.0019354999531060457,9.45737872802883,0.7081891248899753,13.9369675224401
Low-Rank (r=50),256,1,LR-GEMM-RSVD,r=8,0.004869800002779812,0.11231875408928547,0.28146946840369763,5.539241851970357
Low-Rank (r=50),256,1,LR-GEMM-Det,r=8,0.13838229997782037,0.11265427549685438,0.009905168639590843,0.19493099905440792
Low-Rank (r=50),256,1,LR-GEMM-RSVD,r=16,0.004914299992378801,0.032938430510583816,0.27892070491025556,5.4890828862618655
Low-Rank (r=50),256,1,LR-GEMM-Det,r=16,0.13318150001578033,0.03296249263051514,0.010291970114860908,0.2025431458793233
Low-Rank (r=50),256,1,LR-GEMM-RSVD,r=32,0.034508800017647445,0.011081670924513681,0.03972030372872418,0.7816846709340387
Low-Rank (r=50),256,1,LR-GEMM-Det,r=32,0.13656519999494776,0.011154530063222094,0.010036964161187975,0.19752469873087167
Low-Rank (r=50),256,1,LR-GEMM-RSVD,r=64,0.11540189996594563,2.5771385594262066e-09,0.01187762089202382,0.23374831778405247
Low-Rank (r=50),256,1,LR-GEMM-Det,r=64,0.14426590001676232,4.958306163387827e-15,0.0095012058834104,0.18698112293334085
Low-Rank (r=50),256,1,LR-GEMM-RSVD,r=128,0.28291420004097745,5.884679625304073e-10,0.004844931847946218,0.09534692844055272
Low-Rank (r=50),256,1,LR-GEMM-Det,r=128,0.16622519999509677,5.562206088505314e-15,0.008246042224976664,0.1622798467796639
Low-Rank (r=50),256,2,NumPy GEMM,optimized,0.0013256000238470733,0.0,1.0,15.737552525101943
Low-Rank (r=50),256,2,Naive GEMM,outer-product,0.020861700002569705,8.523109874407115e-16,0.06354228196569735,1.0
Low-Rank (r=50),256,2,Strassen,thresh=64,0.0066920999670401216,2.7234560368952326e-15,0.19808431290266257,3.117362278704381
Low-Rank (r=50),256,2,RMM-Uniform,s/n=0.5%,0.000687899999320507,7.729263306667182,1.9270243133543723,30.326646348562942
Low-Rank (r=50),256,2,RMM-Importance,s/n=0.5%,0.0006970000104047358,33.56285750945935,1.9018651421214763,29.930702569797205
Low-Rank (r=50),256,2,RMM-Uniform,s/n=1.0%,0.0005457000224851072,20.82698257972559,2.4291734821822377,38.22924526842776
Low-Rank (r=50),256,2,RMM-Importance,s/n=1.0%,0.0012268999707885087,32.18057953382863,1.080446699330453,17.00358668128603
Low-Rank (r=50),256,2,RMM-Uniform,s/n=2.0%,0.0009589999681338668,44.341488794621114,1.3822732720487774,21.753598222912164
Low-Rank (r=50),256,2,RMM-Importance,s/n=2.0%,0.001281099976040423,20.2412852931276,1.0347358119107843,16.284209189549973
Low-Rank (r=50),256,2,RMM-Uniform,s/n=5.0%,0.0008841999806463718,12.89400670151467,1.499208383693955,23.593870684456803
Low-Rank (r=50),256,2,RMM-Importance,s/n=5.0%,0.0011529999901540577,3.709477517241208,1.1496964745593394,18.093408656302135
Low-Rank (r=50),256,2,RMM-Uniform,s/n=10.0%,0.001025000005029142,8.352711098687372,1.2932683096029693,20.35287795142653
Low-Rank (r=50),256,2,RMM-Importance,s/n=10.0%,0.001479600032325834,4.535793765209332,0.8959178121693585,14.099553627189696
Low-Rank (r=50),256,2,RMM-Uniform,s/n=20.0%,0.0012354000355117023,2.729056165553776,1.0730127778392125,16.886594951350148
Low-Rank (r=50),256,2,RMM-Importance,s/n=20.0%,0.0019274000078439713,4.888677705223349,0.6877659118253903,10.823752162326711
Low-Rank (r=50),256,2,LR-GEMM-RSVD,r=8,0.0048716000164859,0.11267584459053111,0.2721077303886059,4.282309699476964
Low-Rank (r=50),256,2,LR-GEMM-Det,r=8,0.1529727000161074,0.11265427549685438,0.008665598657194996,0.1363753140290591
Low-Rank (r=50),256,2,LR-GEMM-RSVD,r=16,0.005699200031813234,0.033009594620108544,0.23259405117341106,3.660461097367806
Low-Rank (r=50),256,2,LR-GEMM-Det,r=16,0.15003969997633249,0.03296249263051514,0.008834995164987505,0.13904120046801258
Low-Rank (r=50),256,2,LR-GEMM-RSVD,r=32,0.03880140004912391,0.011309932247513674,0.03416371631355616,0.5376532799372722
Low-Rank (r=50),256,2,LR-GEMM-Det,r=32,0.15127659996505827,0.011154530063222094,0.008762756593903217,0.13790434216123526
Low-Rank (r=50),256,2,LR-GEMM-RSVD,r=64,0.11306860001059249,1.4920083627952046e-09,0.01172385634670358,0.18450480505299738
Low-Rank (r=50),256,2,LR-GEMM-Det,r=64,0.13025930000003427,4.958306163387827e-15,0.010176624807954017,0.1601551674434318
Low-Rank (r=50),256,2,LR-GEMM-RSVD,r=128,0.25886280002305284,5.357241902441146e-10,0.005120859481273566,0.08058979506020904
Low-Rank (r=50),256,2,LR-GEMM-Det,r=128,0.13829319999786094,5.562206088505314e-15,0.009585431705012084,0.15085123493340516
Recsys (r=50),256,0,NumPy GEMM,optimized,0.0013794000260531902,0.0,1.0,20.905538217881812
Recsys (r=50),256,0,Naive GEMM,outer-product,0.028837099962402135,5.470638268688099e-16,0.04783421453099149,1.0
Recsys (r=50),256,0,Strassen,thresh=64,0.00742280000122264,1.1743450360411964e-15,0.18583284283908816,3.884935598110182
Recsys (r=50),256,0,RMM-Uniform,s/n=0.5%,0.0006005999748595059,14.808278290638532,2.2967034362195293,48.01382146102786
Recsys (r=50),256,0,RMM-Importance,s/n=0.5%,0.0006260999944061041,15.83304076741434,2.203162495411998,46.05829774803939
Recsys (r=50),256,0,RMM-Uniform,s/n=1.0%,0.0006834000232629478,10.408654822941962,2.0184371950517868,42.19651592154929
Recsys (r=50),256,0,RMM-Importance,s/n=1.0%,0.0010939000057987869,9.125423213981259,1.2609927952655287,26.361733073897124
Recsys (r=50),256,0,RMM-Uniform,s/n=2.0%,0.0008861999958753586,6.5573044255703445,1.5565335505228313,32.540171627870315
Recsys (r=50),256,0,RMM-Importance,s/n=2.0%,0.0011623000027611852,7.060696657006039,1.1867848427912393,24.810375887375113
Recsys (r=50),256,0,RMM-Uniform,s/n=5.0%,0.0009264000109396875,4.362910331038061,1.4889896478455407,31.12812998906533
Recsys (r=50),256,0,RMM-Importance,s/n=5.0%,0.001221999991685152,4.613599279177794,1.128805266316722,23.59828163553049
Recsys (r=50),256,0,RMM-Uniform,s/n=10.0%,0.0009469999931752682,3.0152228310242526,1.4565998268153046,30.45100334764738
Recsys (r=50),256,0,RMM-Importance,s/n=10.0%,0.0008220999734476209,2.9463642432013297,1.6778981518128915,35.077363938437664
Recsys (r=50),256,0,RMM-Uniform,s/n=20.0%,0.0011535999947227538,2.1816608677841702,1.1957351182068126,24.997486212135943
Recsys (r=50),256,0,RMM-Importance,s/n=20.0%,0.0015501000452786684,2.135223530273619,0.8898780631963722,18.603379859406406
Recsys (r=50),256,0,LR-GEMM-RSVD,r=8,0.0032719000009819865,0.973753397787934,0.4215899097280463,8.813563970093014
Recsys (r=50),256,0,LR-GEMM-Det,r=8,0.16188839997630566,0.9654080375937197,0.008520684781955237,0.17812950135168917
Recsys (r=50),256,0,LR-GEMM-RSVD,r=16,0.004864900023676455,0.9527102142895021,0.28354128951056295,5.927583264210565
Recsys (r=50),256,0,LR-GEMM-Det,r=16,0.1633125999942422,0.9467557574607243,0.008446378455194657,0.17657608759776544
Recsys (r=50),256,0,LR-GEMM-RSVD,r=32,0.03435049997642636,0.9111093116984141,0.04015662150477658,0.8394957855691214
Recsys (r=50),256,0,LR-GEMM-Det,r=32,0.16081370000028983,0.8923196002641961,0.008577627565628451,0.17931992089200213
Recsys (r=50),256,0,LR-GEMM-RSVD,r=64,0.13243299996247515,0.7745546593983483,0.010415833111415152,0.21774859718176828
Recsys (r=50),256,0,LR-GEMM-Det,r=64,0.15118960000108927,0.739813406053291,0.00912364359746472,0.19073467991313142
Recsys (r=50),256,0,LR-GEMM-RSVD,r=128,0.2770116999745369,0.4485469958173081,0.004979573159472996,0.10410065699410119
Recsys (r=50),256,0,LR-GEMM-Det,r=128,0.18165569996926934,0.41166817427112545,0.0075934860633965415,0.1587459131052893
Recsys (r=50),256,1,NumPy GEMM,optimized,0.0012534999987110496,0.0,1.0,22.55596331101707
Recsys (r=50),256,1,Naive GEMM,outer-product,0.028273899981286377,5.470638268688099e-16,0.044334173903872565,1.0
Recsys (r=50),256,1,Strassen,thresh=64,0.005625299992971122,1.1743450360411964e-15,0.2228325600905396,5.026203049902217
Recsys (r=50),256,1,RMM-Uniform,s/n=0.5%,0.0009412000072188675,15.58825844988946,1.331810443154363,30.040267493019194
Recsys (r=50),256,1,RMM-Importance,s/n=0.5%,0.001700800028629601,15.822553273958782,0.7370061016056321,16.623882587812354
Recsys (r=50),256,1,RMM-Uniform,s/n=1.0%,0.0007846999797038734,9.040053258768905,1.5974258074838867,36.031477905678365
Recsys (r=50),256,1,RMM-Importance,s/n=1.0%,0.0008756000315770507,9.108094895492687,1.4315897139169353,32.29088506353982
Recsys (r=50),256,1,RMM-Uniform,s/n=2.0%,0.0008546999888494611,7.3503462877809715,1.4665964842218213,33.08049649017403
Recsys (r=50),256,1,RMM-Importance,s/n=2.0%,0.0009926999919116497,6.9885714207517164,1.2627178492236868,28.481817479255863
Recsys (r=50),256,1,RMM-Uniform,s/n=5.0%,0.0008908000309020281,4.064072194073083,1.4071620512201262,31.739895599976684
Recsys (r=50),256,1,RMM-Importance,s/n=5.0%,0.001146299997344613,4.274768392593251,1.0935182776016432,24.665358149509245
Recsys (r=50),256,1,RMM-Uniform,s/n=10.0%,0.000915899989195168,2.996186859713674,1.3685992067895338,30.870073495831786
Recsys (r=50),256,1,RMM-Importance,s/n=10.0%,0.0014139999984763563,3.2641303915957547,0.8864922206943054,19.9956860054828
Recsys (r=50),256,1,RMM-Uniform,s/n=20.0%,0.001084199990145862,2.4913999105528397,1.1561520107949925,26.078122337450463
Recsys (r=50),256,1,RMM-Importance,s/n=20.0%,0.0020365999662317336,2.2538488839603934,0.6154866048782114,13.882893278055395
Recsys (r=50),256,1,LR-GEMM-RSVD,r=8,0.004940800019539893,0.9812736641005255,0.25370385236271525,5.722534785757096
Recsys (r=50),256,1,LR-GEMM-Det,r=8,0.1529469999950379,0.9654080375937197,0.008195649465185438,0.18486076864667939
Recsys (r=50),256,1,LR-GEMM-RSVD,r=16,0.005119300039950758,0.9505054346285092,0.2448576932254017,5.523001144812434
Recsys (r=50),256,1,LR-GEMM-Det,r=16,0.1511389000224881,0.9467557574607243,0.008293695392281803,0.18707228898105965
Recsys (r=50),256,1,LR-GEMM-RSVD,r=32,0.03135639999527484,0.9023561101305554,0.03997589005434112,0.9016947093909705
Recsys (r=50),256,1,LR-GEMM-Det,r=32,0.15087750001112,0.8923196002641961,0.008308064480248307,0.1873963976020449
Recsys (r=50),256,1,LR-GEMM-RSVD,r=64,0.13178579998202622,0.768543369066928,0.009511646921610748,0.2145443589912005
Recsys (r=50),256,1,LR-GEMM-Det,r=64,0.1269979999633506,0.739813406053291,0.009870234169615173,0.22263263980098688
Recsys (r=50),256,1,LR-GEMM-RSVD,r=128,0.2731389999971725,0.44206241204364893,0.004589238441687293,0.10351469391620774
Recsys (r=50),256,1,LR-GEMM-Det,r=128,0.17611060000490397,0.41166817427112545,0.007117686264632252,0.1605462702443752
Recsys (r=50),256,2,NumPy GEMM,optimized,0.0011178000131621957,0.0,1.0,30.291912301291763
Recsys (r=50),256,2,Naive GEMM,outer-product,0.03386029996909201,5.470638268688099e-16,0.0330121119476949,1.0
Recsys (r=50),256,2,Strassen,thresh=64,0.007569200010038912,1.1743450360411964e-15,0.14767743112609985,4.473431792551871
Recsys (r=50),256,2,RMM-Uniform,s/n=0.5%,0.000929799978621304,16.29912335200188,1.2021940620171403,36.41675709575693
Recsys (r=50),256,2,RMM-Importance,s/n=0.5%,0.0018432000069878995,15.824856462465567,0.606445317341806,18.37038836844704
Recsys (r=50),256,2,RMM-Uniform,s/n=1.0%,0.001002199947834015,9.102722343288848,1.1153463094645126,33.78597259186844
Recsys (r=50),256,2,RMM-Importance,s/n=1.0%,0.0013484999653883278,9.038065162022757,0.828921054395654,25.109603884447452
Recsys (r=50),256,2,RMM-Uniform,s/n=2.0%,0.0008869000012055039,7.648015591039217,1.2603450351142687,38.17826127304991
Recsys (r=50),256,2,RMM-Importance,s/n=2.0%,0.0016467999666929245,7.004507433283961,0.6787709714416272,20.56127073957239
Recsys (r=50),256,2,RMM-Uniform,s/n=5.0%,0.0008672000258229673,4.162298820278161,1.2889759915555936,39.045547694672635
Recsys (r=50),256,2,RMM-Importance,s/n=5.0%,0.001666199997998774,4.263731528958462,0.6708678517013287,20.321870129492655
Recsys (r=50),256,2,RMM-Uniform,s/n=10.0%,0.0009831999777816236,2.904450277101653,1.1368999577118255,34.43887381434894
Recsys (r=50),256,2,RMM-Importance,s/n=10.0%,0.001476300007198006,2.9569870782442464,0.7571631834397687,22.935920750524364
Recsys (r=50),256,2,RMM-Uniform,s/n=20.0%,0.001261299999896437,2.1392607622308852,0.8862285049187157,26.845556149902656
Recsys (r=50),256,2,RMM-Importance,s/n=20.0%,0.001483400003053248,2.1460504105648472,0.7535391741010204,22.82614257745594
Recsys (r=50),256,2,LR-GEMM-RSVD,r=8,0.005402699986007065,0.9787196683694827,0.20689655469622334,6.267292290297412
Recsys (r=50),256,2,LR-GEMM-Det,r=8,0.17758059996413067,0.9654080375937197,0.006294606580831347,0.19067567051767714
Recsys (r=50),256,2,LR-GEMM-RSVD,r=16,0.005868299980647862,0.9458540090657002,0.19048106212163854,5.770035628845584
Recsys (r=50),256,2,LR-GEMM-Det,r=16,0.17243150004651397,0.9467557574607243,0.00648257431420979,0.19636957261264956
Recsys (r=50),256,2,LR-GEMM-RSVD,r=32,0.03318009997019544,0.9100382087746774,0.03368886815188253,1.0205002395866067
Recsys (r=50),256,2,LR-GEMM-Det,r=32,0.15046799997799098,0.8923196002641961,0.007428822163687274,0.22503322948430743
Recsys (r=50),256,2,LR-GEMM-RSVD,r=64,0.11603799997828901,0.7700795500250174,0.009633051357066985,0.29180354690211274
Recsys (r=50),256,2,LR-GEMM-Det,r=64,0.16775699995923787,0.739813406053291,0.0066632093649373935,0.2018413537278295
Recsys (r=50),256,2,LR-GEMM-RSVD,r=128,0.2784432000480592,0.45280540985435175,0.004014463319518177,0.12160577081159724
Recsys (r=50),256,2,LR-GEMM-Det,r=128,0.16846050001913682,0.41166817427112545,0.006635383446180057,0.2009984534371294
Sparse (90%),256,0,NumPy GEMM,optimized,0.0014326999662443995,0.0,1.0,24.809241867036263
Sparse (90%),256,0,Naive GEMM,outer-product,0.035544199985451996,8.511154537075253e-17,0.040307559794025304,1.0
Sparse (90%),256,0,Strassen,thresh=64,0.007848299981560558,3.6928021062796175e-16,0.1825490831913284,4.52890435749939
Sparse (90%),256,0,RMM-Uniform,s/n=0.5%,0.0006999000324867666,17.948056657371186,2.047006572001393,50.78468114819533
Sparse (90%),256,0,RMM-Importance,s/n=0.5%,0.0017056000069715083,15.502539908361213,0.8399976315597731,20.839704409104026
Sparse (90%),256,0,RMM-Uniform,s/n=1.0%,0.0007704000454396009,11.073596108802336,1.8596831279090607,46.13732851634242
