workload,n,trial,method,config,runtime_sec,rel_error,speedup_vs_numpy,speedup_vs_naive
Dense Gaussian,256,0,LR-GEMM-RSVD,r=16,0.009992500010412186,0.9839238044441485,0.1795346489598642,4.383647726642355
Dense Gaussian,256,0,LR-GEMM-Det,r=16,0.27778809994924814,0.9737360144148258,0.006458159949719066,0.15768710021098817
Dense Gaussian,256,0,LR-GEMM-RSVD,r=32,0.05474849999882281,0.9393497685179664,0.03276802070630913,0.8000876728140305
Dense Gaussian,256,0,LR-GEMM-Det,r=32,0.28143819997785613,0.9253070965520201,0.0063744011358157675,0.1556419844838533
Dense Gaussian,256,0,LR-GEMM-RSVD,r=64,0.2015920000267215,0.8165145639263935,0.008899162572735982,0.21728838420329585
Dense Gaussian,256,0,LR-GEMM-Det,r=64,0.24662639998132363,0.7836070755219926,0.00727416035646081,0.1776111558107089
Dense Gaussian,256,0,LR-GEMM-RSVD,r=128,0.38718930003233254,0.4836057127307482,0.004633392455450039,0.11313225843394752
Dense Gaussian,256,0,LR-GEMM-Det,r=128,0.23365149996243417,0.4453899810693261,0.007678101710835263,0.18747407982041506
Dense Gaussian,256,1,NumPy GEMM,optimized,0.003934099979232997,0.0,1.0,12.226964293289143
Dense Gaussian,256,1,Naive GEMM,outer-product,0.04810209997231141,5.42159585216718e-16,0.08178644968717683,1.0
Dense Gaussian,256,1,Strassen,thresh=64,0.006938699982129037,1.199361707752285e-15,0.5669794038314763,6.932436925677826
Dense Gaussian,256,1,RMM-Uniform,s/n=0.5%,0.0016051999991759658,15.751279966050056,2.4508472347698596,29.966421627837505
Dense Gaussian,256,1,RMM-Importance,s/n=0.5%,0.0020770999835804105,15.929705460662667,1.8940349575524882,23.15829779623569
Dense Gaussian,256,1,RMM-Uniform,s/n=1.0%,0.000631700037047267,8.67590974492026,6.227797607266291,76.1470589698765
Dense Gaussian,256,1,RMM-Importance,s/n=1.0%,0.0010433999705128372,9.151665235025206,3.770462037965521,46.10130470740664
Dense Gaussian,256,1,RMM-Uniform,s/n=2.0%,0.001137699990067631,6.770063219514168,3.4579414727771356,42.280126915929706
Dense Gaussian,256,1,RMM-Importance,s/n=2.0%,0.0015699999639764428,7.046247642330987,2.5057962226119046,30.638280940134567
Dense Gaussian,256,1,RMM-Uniform,s/n=5.0%,0.0013401000178419054,4.229091148502639,2.935676387474768,35.89441036630605
Dense Gaussian,256,1,RMM-Importance,s/n=5.0%,0.0017730999970808625,4.315743104224784,2.218769378890017,27.128813970731567
Dense Gaussian,256,1,RMM-Uniform,s/n=10.0%,0.001178800011985004,2.9489375326274883,3.3373769420041746,40.80598870313155
Dense Gaussian,256,1,RMM-Importance,s/n=10.0%,0.0019125000108033419,3.0790073589897,2.0570457291555706,25.151424680048088
Dense Gaussian,256,1,RMM-Uniform,s/n=20.0%,0.0015104000340215862,2.1382016512214337,2.60467418605525,31.8472582685495
Dense Gaussian,256,1,RMM-Importance,s/n=20.0%,0.002919199992902577,2.3591492485489933,1.347663739653993,16.47783642410989
Dense Gaussian,256,1,LR-GEMM-RSVD,r=8,0.006423500017262995,0.9953059132094966,0.6124542646003271,7.4884564245408605
Dense Gaussian,256,1,LR-GEMM-Det,r=8,0.22431320004398003,0.9926426875208452,0.017538423857631456,0.21444168226783022
Dense Gaussian,256,1,LR-GEMM-RSVD,r=16,0.007497899990994483,0.9823078544798444,0.5246935787297955,6.4154096520473045
Dense Gaussian,256,1,LR-GEMM-Det,r=16,0.18695120001211762,0.9737360144148258,0.021043459357190538,0.25729762616765
Dense Gaussian,256,1,LR-GEMM-RSVD,r=32,0.042170299973804504,0.9423077062245078,0.09329077530102453,1.1406629784988875
Dense Gaussian,256,1,LR-GEMM-Det,r=32,0.2339794000145048,0.9253070965520201,0.01681387326828394,0.20558262808319652
Dense Gaussian,256,1,LR-GEMM-RSVD,r=64,0.160687199968379,0.8151168705481409,0.02448297051667571,0.2993524063010447
Dense Gaussian,256,1,LR-GEMM-Det,r=64,0.21436090004863217,0.7836070755219926,0.018352693883728167,0.22439773280201034
Dense Gaussian,256,1,LR-GEMM-RSVD,r=128,0.35259109997423366,0.4825326444488401,0.011157683729170956,0.13642460055238653
Dense Gaussian,256,1,LR-GEMM-Det,r=128,0.22626109997509047,0.4453899810693261,0.017387434161975298,0.2125955366503878
Dense Gaussian,256,2,NumPy GEMM,optimized,0.0019096999894827604,0.0,1.0,32.83112551433481
Dense Gaussian,256,2,Naive GEMM,outer-product,0.06269760004943237,5.42159585216718e-16,0.030458900946401534,1.0
Dense Gaussian,256,2,Strassen,thresh=64,0.011197299987543374,1.199361707752285e-15,0.1705500425644788,5.599349853909547
Dense Gaussian,256,2,RMM-Uniform,s/n=0.5%,0.0015038999845273793,14.897114429772316,1.2698317768005758,41.690006446230484
Dense Gaussian,256,2,RMM-Importance,s/n=0.5%,0.0021985999774187803,15.929483980468143,0.8685982029913433,28.51705662393445
Dense Gaussian,256,2,RMM-Uniform,s/n=1.0%,0.0007636999944224954,8.987774388408353,2.5005892411022765,82.09715923442405
Dense Gaussian,256,2,RMM-Importance,s/n=1.0%,0.0019539999775588512,9.169817596812571,0.9773285626484831,32.08679670905678
Dense Gaussian,256,2,RMM-Uniform,s/n=2.0%,0.0013707999605685472,7.1725742641999535,1.3931281327807314,45.73796458487508
Dense Gaussian,256,2,RMM-Importance,s/n=2.0%,0.0015717000351287425,7.102476795055753,1.215053729591812,39.8915815028894
Dense Gaussian,256,2,RMM-Uniform,s/n=5.0%,0.0014572999789379537,4.248924431742721,1.3104371214459944,43.02312561283705
Dense Gaussian,256,2,RMM-Importance,s/n=5.0%,0.0021830000332556665,4.314173485112889,0.8748052956438512,28.720842461888047
Dense Gaussian,256,2,RMM-Uniform,s/n=10.0%,0.002120500023011118,3.126325521179095,0.900589468879599,29.567365889674235
Dense Gaussian,256,2,RMM-Importance,s/n=10.0%,0.001963999995496124,3.2215026063213856,0.9723523390336634,31.92342168697123
Dense Gaussian,256,2,RMM-Uniform,s/n=20.0%,0.0029897000058554113,2.183358723756135,0.6387597370112584,20.97120109932012
Dense Gaussian,256,2,RMM-Importance,s/n=20.0%,0.0034194999607279897,2.088649094737705,0.5584734643705618,18.3353124051753
Dense Gaussian,256,2,LR-GEMM-RSVD,r=8,0.004923700005747378,0.995776026380041,0.38785872154144035,12.73383836875646
Dense Gaussian,256,2,LR-GEMM-Det,r=8,0.2287664000177756,0.9926426875208452,0.008347816765636795,0.27406822000329
Dense Gaussian,256,2,LR-GEMM-RSVD,r=16,0.007065000012516975,0.9840521944520904,0.2703043150883748,8.874394895732737
Dense Gaussian,256,2,LR-GEMM-Det,r=16,0.212930400040932,0.9737360144148258,0.008968658252253578,0.29445114477491185
Dense Gaussian,256,2,LR-GEMM-RSVD,r=32,0.037979999964591116,0.9403273838588181,0.0502817269948178,1.6508056900443802
Dense Gaussian,256,2,LR-GEMM-Det,r=32,0.184637299971655,0.9253070965520201,0.010342980479978487,0.3395716903304886
Dense Gaussian,256,2,LR-GEMM-RSVD,r=64,0.13756880001164973,0.8194783098560984,0.013881781256513405,0.45575450279513197
Dense Gaussian,256,2,LR-GEMM-Det,r=64,0.18808370002079755,0.7836070755219926,0.010153458217121384,0.3333494611308663
Dense Gaussian,256,2,LR-GEMM-RSVD,r=128,0.33008559996960685,0.48391537721074135,0.0057854689500499235,0.18994345725837586
Dense Gaussian,256,2,LR-GEMM-Det,r=128,0.22748970001703128,0.4453899810693261,0.008394665733612505,0.2756063243511176
Low-Rank (r=10),256,0,NumPy GEMM,optimized,0.0014247000217437744,0.0,1.0,25.833929546137956
Low-Rank (r=10),256,0,Naive GEMM,outer-product,0.03680559998610988,8.942312804980149e-16,0.038708784051379244,1.0
Low-Rank (r=10),256,0,Strassen,thresh=64,0.007991000020410866,2.805771732898703e-15,0.17828807634898766,4.605881603316212
Low-Rank (r=10),256,0,RMM-Uniform,s/n=0.5%,0.0011162000009790063,55.05717039762572,1.276384178905381,32.974018951646755
Low-Rank (r=10),256,0,RMM-Importance,s/n=0.5%,0.000998400035314262,28.353961901772795,1.426983144381929,36.86458201548916
Low-Rank (r=10),256,0,RMM-Uniform,s/n=1.0%,0.0005204000044614077,25.696170975380344,2.737701786183264,70.7255950625945
Low-Rank (r=10),256,0,RMM-Importance,s/n=1.0%,0.0008863999973982573,11.417066171891832,1.6072879353852936,41.522563283101206
Low-Rank (r=10),256,0,RMM-Uniform,s/n=2.0%,0.001110500015784055,11.37465332145328,1.2829356159332266,33.14326831425008
Low-Rank (r=10),256,0,RMM-Importance,s/n=2.0%,0.0012786000152118504,16.17584126235917,1.1142656067524892,28.78585918052847
Low-Rank (r=10),256,0,RMM-Uniform,s/n=5.0%,0.0012168000102974474,8.34788865450627,1.1708579961266647,30.247862980468526
Low-Rank (r=10),256,0,RMM-Importance,s/n=5.0%,0.0014596999972127378,7.003478290560853,0.9760224871303727,25.21449616797239
Low-Rank (r=10),256,0,RMM-Uniform,s/n=10.0%,0.001280799973756075,13.538492328516165,1.112351694984579,28.736415318758755
Low-Rank (r=10),256,0,RMM-Importance,s/n=10.0%,0.001575700007379055,12.199121551401598,0.9041695849919764,23.358253356443516
Low-Rank (r=10),256,0,RMM-Uniform,s/n=20.0%,0.0011962000280618668,3.4614912719069744,1.1910215585366044,30.76876703116606
Low-Rank (r=10),256,0,RMM-Importance,s/n=20.0%,0.00226390000898391,2.381165588520847,0.6293122558814831,16.257608480963377
Low-Rank (r=10),256,0,LR-GEMM-RSVD,r=8,0.006181299977470189,0.06372406546889291,0.23048550093614112,5.954346192590584
Low-Rank (r=10),256,0,LR-GEMM-Det,r=8,0.1668261000304483,0.0637240654688929,0.00854003073550089,0.22062255234278272
Low-Rank (r=10),256,0,LR-GEMM-RSVD,r=16,0.00597240001661703,1.564379794788086e-12,0.2385473206382403,6.162614674788281
Low-Rank (r=10),256,0,LR-GEMM-Det,r=16,0.18775390001246706,1.7528088663852572e-14,0.007588124782756432,0.19603108102503305
Low-Rank (r=10),256,0,LR-GEMM-RSVD,r=32,0.04305969999404624,3.777014920133256e-13,0.03308662210699945,0.8547574644319144
Low-Rank (r=10),256,0,LR-GEMM-Det,r=32,0.17777860001660883,1.7600989656528858e-14,0.008013900557269957,0.20703054238626778
Low-Rank (r=10),256,0,LR-GEMM-RSVD,r=64,0.14427779999095947,3.112216808282738e-13,0.0098747002091316,0.25510230949193946
Low-Rank (r=10),256,0,LR-GEMM-Det,r=64,0.1923854000051506,1.7690553853801692e-14,0.007405447719554769,0.19131181464458588
Low-Rank (r=10),256,0,LR-GEMM-RSVD,r=128,0.3222859000088647,1.2545552777342016e-13,0.004420609222136578,0.11420170719568408
Low-Rank (r=10),256,0,LR-GEMM-Det,r=128,0.1779250999679789,1.788126866607618e-14,0.008007302072614696,0.2068600775985725
Low-Rank (r=10),256,1,NumPy GEMM,optimized,0.0013655999791808426,0.0,1.0,36.73674630167587
Low-Rank (r=10),256,1,Naive GEMM,outer-product,0.050167699984740466,8.942312804980149e-16,0.027220701359564378,1.0
Low-Rank (r=10),256,1,Strassen,thresh=64,0.008459599979687482,2.805771732898703e-15,0.16142607008130558,5.930268583053472
Low-Rank (r=10),256,1,RMM-Uniform,s/n=0.5%,0.0016035999869927764,48.49182970257441,0.851583930068337,31.284422793504582
Low-Rank (r=10),256,1,RMM-Importance,s/n=0.5%,0.0015208999975584447,29.211459615449147,0.8978893953403178,32.9855349235824
Low-Rank (r=10),256,1,RMM-Uniform,s/n=1.0%,0.000638199970126152,62.92380702058578,2.139768165314872,78.6081202335749
Low-Rank (r=10),256,1,RMM-Importance,s/n=1.0%,0.0015922000166028738,8.860465958100686,0.8576811738103696,31.50841568999511
Low-Rank (r=10),256,1,RMM-Uniform,s/n=2.0%,0.0013673999928869307,14.281728377851797,0.9986836231421299,36.6883868990109
Low-Rank (r=10),256,1,RMM-Importance,s/n=2.0%,0.0018268999992869794,4.4337594289629045,0.7474957467369985,27.46056160945887
Low-Rank (r=10),256,1,RMM-Uniform,s/n=5.0%,0.0014689000090584159,5.83763369554938,0.9296752473003319,34.15324370302007
Low-Rank (r=10),256,1,RMM-Importance,s/n=5.0%,0.001576600014232099,7.997727908640066,0.8661676816272095,31.820182374649548
Low-Rank (r=10),256,1,RMM-Uniform,s/n=10.0%,0.0013947999686934054,2.34119265154625,0.9790651059879818,35.967666411503885
Low-Rank (r=10),256,1,RMM-Importance,s/n=10.0%,0.0013834999990649521,2.3149780374018345,0.9870617854020908,36.26143839439584
Low-Rank (r=10),256,1,RMM-Uniform,s/n=20.0%,0.001863999990746379,3.356820773245495,0.732618018218998,26.91400227134788
Low-Rank (r=10),256,1,RMM-Importance,s/n=20.0%,0.0037278999807313085,0.961080559994673,0.3663188353333854,13.457362119167957
Low-Rank (r=10),256,1,LR-GEMM-RSVD,r=8,0.006079400016460568,0.06372406546889292,0.22462742630577814,8.252080772593764
Low-Rank (r=10),256,1,LR-GEMM-Det,r=8,0.19499059999361634,0.0637240654688929,0.007003414417031129,0.25728265868397177
Low-Rank (r=10),256,1,LR-GEMM-RSVD,r=16,0.008243200019933283,8.094263625471641e-13,0.1656638169495607,6.085949614643282
Low-Rank (r=10),256,1,LR-GEMM-Det,r=16,0.19102540001040325,1.7528088663852572e-14,0.007148787434060978,0.2626231903297066
Low-Rank (r=10),256,1,LR-GEMM-RSVD,r=32,0.04277489997912198,5.345130102139607e-13,0.03192526411160234,1.1728303282819326
Low-Rank (r=10),256,1,LR-GEMM-Det,r=32,0.188591499987524,1.7600989656528858e-14,0.00724104733920236,0.2660125190587022
Low-Rank (r=10),256,1,LR-GEMM-RSVD,r=64,0.1513612000271678,1.9588037513962273e-13,0.009022127063842856,0.33144359304587884
Low-Rank (r=10),256,1,LR-GEMM-Det,r=64,0.19585419999202713,1.7690553853801692e-14,0.006972533544016078,0.2561481958864436
Low-Rank (r=10),256,1,LR-GEMM-RSVD,r=128,0.33926610002527013,8.137681047945928e-14,0.004025158950685395,0.14787124319524922
Low-Rank (r=10),256,1,LR-GEMM-Det,r=128,0.19735640002181754,1.788126866607618e-14,0.006919461335076426,0.25419849561095803
Low-Rank (r=10),256,2,NumPy GEMM,optimized,0.001131199998781085,0.0,1.0,48.921764519549065
Low-Rank (r=10),256,2,Naive GEMM,outer-product,0.05534029996488243,8.942312804980149e-16,0.02044079991432855,1.0
Low-Rank (r=10),256,2,Strassen,thresh=64,0.01096079999115318,2.805771732898703e-15,0.10320414565488956,5.04892891116975
Low-Rank (r=10),256,2,RMM-Uniform,s/n=0.5%,0.0010554000036790967,20.258921360962876,1.071821105588167,52.435379734667045
Low-Rank (r=10),256,2,RMM-Importance,s/n=0.5%,0.002263000002130866,27.982524885762125,0.4998674316022689,24.454396779838
Low-Rank (r=10),256,2,RMM-Uniform,s/n=1.0%,0.0005840000230818987,9.165478231703242,1.9369862227256254,94.76078386579387
Low-Rank (r=10),256,2,RMM-Importance,s/n=1.0%,0.001229100045748055,12.560408844579284,0.9203481870286759,45.02505728181079
Low-Rank (r=10),256,2,RMM-Uniform,s/n=2.0%,0.0011255000135861337,20.315091325007185,1.005064402599863,49.16952403097175
Low-Rank (r=10),256,2,RMM-Importance,s/n=2.0%,0.0014143000007607043,11.52393964830605,0.7998303034523444,39.129109761095066
Low-Rank (r=10),256,2,RMM-Uniform,s/n=5.0%,0.0012863000156357884,13.565349716954039,0.8794215851905739,43.022855704101815
Low-Rank (r=10),256,2,RMM-Importance,s/n=5.0%,0.001573899993672967,3.078381761737498,0.7187241904367982,35.16125559905258
Low-Rank (r=10),256,2,RMM-Uniform,s/n=10.0%,0.0014455000055022538,5.128798762550374,0.7825665821343515,38.2845380520451
Low-Rank (r=10),256,2,RMM-Importance,s/n=10.0%,0.0014810999855399132,7.119556261983067,0.7637566739754729,37.36432415446209
Low-Rank (r=10),256,2,RMM-Uniform,s/n=20.0%,0.001371599966660142,7.990857215222061,0.8247302612113406,40.3472596311274
Low-Rank (r=10),256,2,RMM-Importance,s/n=20.0%,0.0023250000085681677,5.858248900918099,0.4865376320913329,23.802279467071187
Low-Rank (r=10),256,2,LR-GEMM-RSVD,r=8,0.005738399981055409,0.0637240654688929,0.19712811977477984,9.643855455803244
