matrix_type,algo,n,rank,trial,rel_error,online_runtime_sec,offline_runtime_sec,total_runtime_sec,baseline_runtime_sec,speedup_online,speedup_total
Dense Gaussian,lrgemm_det,512,8,3,0.9978073525331406,0.13157638999982738,1.1841875099984465,1.315763899998274,1.7030000999802724,12.943052321031962,1.294305232103196
Dense Gaussian,lrgemm_rsvd,512,16,3,0.995784094878807,0.0079546999768354,0.06670999998459592,0.07466469996143132,1.7030000999802724,214.08728235376805,22.808637828317416
Dense Gaussian,lrgemm_det,512,16,3,0.9932686018768764,0.0915114299976267,0.8236028699786403,0.915114299976267,1.7030000999802724,18.609698264188843,1.860969826418884
Dense Gaussian,lrgemm_rsvd,512,32,3,0.9842198260922211,0.006417800032068044,0.10022000002209097,0.10663780005415902,1.7030000999802724,265.3557436303457,15.96994779632884
Dense Gaussian,lrgemm_det,512,32,3,0.9778108217124828,0.10374330999911763,0.9336897899920586,1.0374330999911763,1.7030000999802724,16.41551729933002,1.6415517299330018
Dense Gaussian,lrgemm_rsvd,512,64,3,0.9481068897033302,0.02235750004183501,0.20106130000203848,0.2234188000438735,1.7030000999802724,76.17131149697617,7.6224565687661405
Dense Gaussian,lrgemm_det,512,64,3,0.9275154138238688,0.13100390000035986,1.1790351000032389,1.3100390000035986,1.7030000999802724,12.999613751770706,1.2999613751770704
Dense Gaussian,lrgemm_rsvd,512,128,3,0.8235223288037186,0.06783730001188815,0.546803799981717,0.6146410999936052,1.7030000999802724,25.104184566334894,2.77072278439888
Dense Gaussian,lrgemm_det,512,128,3,0.7835895695489038,0.11782990000210702,1.0604691000189632,1.1782990000210702,1.7030000999802724,14.45303865954074,1.445303865954074
Dense Gaussian,lrgemm_rsvd,512,8,4,0.9987648416488513,0.0015495999832637608,0.08949059998849407,0.09104019997175783,1.1059580000001006,713.7054800883107,12.14801813202505
Dense Gaussian,lrgemm_det,512,8,4,0.9981064921042855,0.11832368000177668,1.06491312001599,1.1832368000177667,1.1059580000001006,9.346886438821834,0.9346886438821834
Dense Gaussian,lrgemm_rsvd,512,16,4,0.995815004524218,0.0027135999989695847,0.07937890000175685,0.08209250000072643,1.1059580000001006,407.56117350385387,13.472095501907166
Dense Gaussian,lrgemm_det,512,16,4,0.9931161715680169,0.11975612999522128,1.0778051699569915,1.1975612999522127,1.1059580000001006,9.235084667851511,0.9235084667851512
Dense Gaussian,lrgemm_rsvd,512,32,4,0.9848376699428681,0.003855000017210841,0.14455569995334372,0.14841069997055456,1.1059580000001006,286.88923347924657,7.452009863301826
Dense Gaussian,lrgemm_det,512,32,4,0.9776806484634499,0.3353071800025646,3.017764620023081,3.3530718000256456,1.1059580000001006,3.298342731556305,0.3298342731556305
Dense Gaussian,lrgemm_rsvd,512,64,4,0.9454929107756127,0.004289000004064292,1.5597565000061877,1.564045500010252,1.1059580000001006,257.85917438845553,0.7071136996927847
Dense Gaussian,lrgemm_det,512,64,4,0.9243618031803287,0.3213542399986182,2.892188159987563,3.2135423999861814,1.1059580000001006,3.441554093093205,0.34415540930932054
Dense Gaussian,lrgemm_rsvd,512,128,4,0.82206543923506,0.02153079997515306,2.3337698000250384,2.3553006000001915,1.1059580000001006,51.36632179372789,0.4695612950635731
Dense Gaussian,lrgemm_det,512,128,4,0.7810933694750095,0.06372332000173629,0.5735098800156265,0.6372332000173628,1.1059580000001006,17.35562428275812,1.7355624282758122
Low-Rank (r=20),lrgemm_rsvd,512,8,0,0.02775678965469154,0.004521899973042309,0.01596889999927953,0.020490799972321838,0.986746700014919,218.21506576825965,48.155596723787134
Low-Rank (r=20),lrgemm_det,512,8,0,0.027768157189897072,0.056689069996355104,0.510201629967196,0.5668906999635511,0.986746700014919,17.406295430113126,1.7406295430113126
Low-Rank (r=20),lrgemm_rsvd,512,16,0,0.007546159315269669,0.0032997000380419195,0.045635499933268875,0.048935199971310794,0.986746700014919,299.0413336481537,20.164354096711943
Low-Rank (r=20),lrgemm_det,512,16,0,0.007546159315269726,0.08503296000417322,0.765296640037559,0.8503296000417323,0.986746700014919,11.604284973338476,1.1604284973338477
Low-Rank (r=20),lrgemm_rsvd,512,32,0,8.754094846022997e-12,0.003563100006431341,0.1360014999518171,0.13956459995824844,0.986746700014919,276.93488766351106,7.07017897310715
Low-Rank (r=20),lrgemm_det,512,32,0,2.750335990695643e-15,0.15141248000436464,1.3627123200392817,1.5141248000436462,0.986746700014919,6.516944309917353,0.6516944309917353
Low-Rank (r=20),lrgemm_rsvd,512,64,0,2.3998345592712423e-12,0.005414200015366077,0.2598106999648735,0.26522489998023957,0.986746700014919,182.25161560607782,3.7204150141575547
Low-Rank (r=20),lrgemm_det,512,64,0,2.8174482059535226e-15,0.06392514999606647,0.5753263499645982,0.6392514999606647,0.986746700014919,15.43597003801535,1.543597003801535
Low-Rank (r=20),lrgemm_rsvd,512,128,0,1.4858546044913726e-12,0.015686200000345707,0.7478056000545621,0.7634918000549078,0.986746700014919,62.905400925219126,1.2924129636283657
Low-Rank (r=20),lrgemm_det,512,128,0,2.9519826799721964e-15,0.11245395999867469,1.0120856399880722,1.124539599986747,0.986746700014919,8.774672764094285,0.8774672764094286
Low-Rank (r=20),lrgemm_rsvd,512,8,1,0.09840689129820424,0.005529500020202249,0.2530316000338644,0.25856110005406663,1.767168699996546,319.589238365155,6.834627094435399
Low-Rank (r=20),lrgemm_det,512,8,1,0.09842467192186001,0.11916949999867939,1.0725254999881144,1.1916949999867938,1.767168699996546,14.829035113985787,1.482903511398579
Low-Rank (r=20),lrgemm_rsvd,512,16,1,0.029293778733043726,0.006190000043716282,0.07300390000455081,0.0791939000482671,1.767168699996546,285.48767165041784,22.31445476128202
Low-Rank (r=20),lrgemm_det,512,16,1,0.029293778733043778,0.15715490999864415,1.4143941899877974,1.5715490999864417,1.767168699996546,11.2447565272494,1.12447565272494
Low-Rank (r=20),lrgemm_rsvd,512,32,1,2.6375841853533026e-11,0.015640199999324977,0.17033489991445094,0.18597509991377592,1.767168699996546,112.98888122100843,9.502179059540028
Low-Rank (r=20),lrgemm_det,512,32,1,8.175386786156178e-15,0.11640907999826595,1.0476817199843935,1.1640907999826595,1.767168699996546,15.180677486866745,1.5180677486866745
Low-Rank (r=20),lrgemm_rsvd,512,64,1,1.071289948179328e-11,0.009598400036338717,0.4249691999866627,0.43456760002300143,1.767168699996546,184.11075734561982,4.066498974849967
Low-Rank (r=20),lrgemm_det,512,64,1,8.540902572633441e-15,0.08988036999944599,0.8089233299950138,0.8988036999944597,1.767168699996546,19.66134207065946,1.9661342070659464
Low-Rank (r=20),lrgemm_rsvd,512,128,1,5.6593737965447916e-12,0.049395999987609684,1.1737860999419354,1.223182099929545,1.767168699996546,35.77554256295684,1.4447306742784531
Low-Rank (r=20),lrgemm_det,512,128,1,9.116939182395848e-15,0.09010353999910876,0.8109318599919789,0.9010353999910877,1.767168699996546,19.61264452000471,1.961264452000471
Low-Rank (r=20),lrgemm_rsvd,512,8,2,0.060485790388566586,0.008630900003481656,0.023562300018966198,0.032193200022447854,1.8251882000477053,211.47136443608832,56.694836138533226
Low-Rank (r=20),lrgemm_det,512,8,2,0.060498503561017054,0.06700209999689832,0.6030188999720849,0.6700209999689832,1.8251882000477053,27.24076111244569,2.724076111244569
Low-Rank (r=20),lrgemm_rsvd,512,16,2,0.015597908166786852,0.0026218999992124736,0.043373399996198714,0.04599529999541119,1.8251882000477053,696.1318893153543,39.68205882404939
Low-Rank (r=20),lrgemm_det,512,16,2,0.015597908166786844,0.05098769000032917,0.4588892100029625,0.5098769000032917,1.8251882000477053,35.79664424954184,3.5796644249541845
Low-Rank (r=20),lrgemm_rsvd,512,32,2,9.187180123022715e-12,0.003789000038523227,0.11579990002792329,0.11958890006644651,1.8251882000477053,481.70709461356387,15.262187368840973
Low-Rank (r=20),lrgemm_det,512,32,2,6.656158946164677e-15,0.06165919000050053,0.5549327100045048,0.6165919000050054,1.8251882000477053,29.601235436808185,2.960123543680818
Low-Rank (r=20),lrgemm_rsvd,512,64,2,5.422351121040776e-12,0.010324299975764006,0.3359160000109114,0.3462402999866754,1.8251882000477053,176.78566143295734,5.271449337693923
Low-Rank (r=20),lrgemm_det,512,64,2,6.6755694388534094e-15,0.08712853000033648,0.7841567700030282,0.8712853000033647,1.8251882000477053,20.94822671793793,2.0948226717937937
Low-Rank (r=20),lrgemm_rsvd,512,128,2,2.118346407494534e-12,0.02307750005275011,1.3760623999405652,1.3991398999933153,1.8251882000477053,79.08951125016682,1.3045072905550228
Low-Rank (r=20),lrgemm_det,512,128,2,6.7790456086563375e-15,0.1314220000000205,1.1827980000001845,1.3142200000002051,1.8251882000477053,13.887995921896035,1.3887995921896032
Low-Rank (r=20),lrgemm_rsvd,512,8,3,0.08219974720987747,0.006540199974551797,0.045611699984874576,0.05215189995942637,1.9053869000053965,291.3346545089355,36.535330476699166
Low-Rank (r=20),lrgemm_det,512,8,3,0.0822103717893791,0.15579202999942937,1.4021282699948643,1.5579202999942936,1.9053869000053965,12.230323335618488,1.2230323335618487
Low-Rank (r=20),lrgemm_rsvd,512,16,3,0.017394439291960717,0.006923899985849857,0.06043439998757094,0.0673582999734208,1.9053869000053965,275.1898357716564,28.287336538440716
Low-Rank (r=20),lrgemm_det,512,16,3,0.017394439291960693,0.1249903700023424,1.1249133300210816,1.249903700023424,1.9053869000053965,15.2442696182889,1.5244269618288897
Low-Rank (r=20),lrgemm_rsvd,512,32,3,1.6509566973720713e-11,0.0038358999881893396,0.1764236000017263,0.18025949998991564,1.9053869000053965,496.72486401419354,10.570244009952267
Low-Rank (r=20),lrgemm_det,512,32,3,5.827274712754148e-15,0.23421304999501447,2.10791744995513,2.3421304999501444,1.9053869000053965,8.135272138106545,0.8135272138106546
Low-Rank (r=20),lrgemm_rsvd,512,64,3,8.121004668683218e-12,0.017876500030979514,0.3060772000462748,0.3239537000772543,1.9053869000053965,106.58612685388135,5.881664261130564
Low-Rank (r=20),lrgemm_det,512,64,3,6.105524929360631e-15,0.07226276999572293,0.6503649299615063,0.7226276999572292,1.9053869000053965,26.367476642788148,2.6367476642788152
Low-Rank (r=20),lrgemm_rsvd,512,128,3,6.9498947654969476e-12,0.02286550001008436,0.921799200004898,0.9446647000149824,1.9053869000053965,83.3302092307216,2.016998094641598
Low-Rank (r=20),lrgemm_det,512,128,3,6.850626758168736e-15,0.09797429000027479,0.881768610002473,0.9797429000027478,1.9053869000053965,19.447825546886357,1.9447825546886357
Low-Rank (r=20),lrgemm_rsvd,512,8,4,0.033005482450018296,0.004706599982455373,0.1931480999919586,0.19785469997441396,1.410991400014609,299.7899556525543,7.131452526510993
Low-Rank (r=20),lrgemm_det,512,8,4,0.03300151832295741,0.056896030000643805,0.5120642700057942,0.568960300006438,1.410991400014609,24.799470191481603,2.4799470191481605
Low-Rank (r=20),lrgemm_rsvd,512,16,4,0.005935336561293754,0.003213799966033548,0.033244999998714775,0.03645879996474832,1.410991400014609,439.0414509077383,38.70098306523757
Low-Rank (r=20),lrgemm_det,512,16,4,0.005935336561293784,0.048308489995542915,0.43477640995988626,0.4830848999554292,1.410991400014609,29.207938400574957,2.9207938400574958
Low-Rank (r=20),lrgemm_rsvd,512,32,4,7.974258208699137e-12,0.006551999947987497,0.10029749997192994,0.10684949991991743,1.410991400014609,215.3527794895675,13.20540948785097
Low-Rank (r=20),lrgemm_det,512,32,4,4.073340583402985e-15,0.10353757999837399,0.9318382199853659,1.0353757999837399,1.410991400014609,13.627819000953743,1.3627819000953743
Low-Rank (r=20),lrgemm_rsvd,512,64,4,3.266890413660734e-12,0.006578000029549003,0.27871790004428476,0.28529590007383376,1.410991400014609,214.50158006632736,4.945712152363384
Low-Rank (r=20),lrgemm_det,512,64,4,4.1634226121100606e-15,0.09067101999535226,0.8160391799581703,0.9067101999535225,1.410991400014609,15.5616579595877,1.5561657959587702
Low-Rank (r=20),lrgemm_rsvd,512,128,4,3.0253781473895375e-12,0.015863799955695868,1.0004373000119813,1.0163010999676771,1.410991400014609,88.94409939328536,1.3883596112013308
Low-Rank (r=20),lrgemm_det,512,128,4,4.370972046999749e-15,0.04898013999918476,0.4408212599926628,0.4898013999918476,1.410991400014609,28.80741868108368,2.8807418681083683
Sparse (1%),lrgemm_rsvd,512,8,0,0.997869636951411,0.0034892000257968903,0.013466899981722236,0.016956100007519126,1.1727095000096597,336.0969538402509,69.16151116646077
Sparse (1%),lrgemm_det,512,8,0,0.9980309603287895,0.06935175000107847,0.6241657500097063,0.6935175000107848,1.1727095000096597,16.909587717561894,1.6909587717561894
Sparse (1%),lrgemm_rsvd,512,16,0,0.9940053138482294,0.0033106000046245754,0.03946560004260391,0.042776200047228485,1.1727095000096597,354.22868917160105,27.41499943227521
Sparse (1%),lrgemm_det,512,16,0,0.9909939863335657,0.058674240001710135,0.5280681600153913,0.5867424000171014,1.1727095000096597,19.986786364433176,1.9986786364433173
Sparse (1%),lrgemm_rsvd,512,32,0,0.9732281266681849,0.004871200013440102,0.12205000000540167,0.12692120001884177,1.1727095000096597,240.74345064338215,9.239666027705127
Sparse (1%),lrgemm_det,512,32,0,0.962532008197463,0.0638978099974338,0.5750802899769042,0.638978099974338,1.1727095000096597,18.352890342513412,1.8352890342513413
Sparse (1%),lrgemm_rsvd,512,64,0,0.9140469107114356,0.004941700026392937,0.24158470006659627,0.2465264000929892,1.1727095000096597,237.30892076540064,4.756932724313973
Sparse (1%),lrgemm_det,512,64,0,0.8916902048503498,0.06180457000155002,0.5562411300139501,0.6180457000155002,1.1727095000096597,18.974478747773002,1.8974478747773003
Sparse (1%),lrgemm_rsvd,512,128,0,0.7554681769472467,0.0069840000360272825,0.5111973999300972,0.5181813999661244,1.1727095000096597,167.91373052121767,2.2631254230397393
Sparse (1%),lrgemm_det,512,128,0,0.7147720541072022,0.05813283000024967,0.5231954700022471,0.5813283000024968,1.1727095000096597,20.17292982303843,2.0172929823038426
Sparse (1%),lrgemm_rsvd,512,8,1,0.9982208737686741,0.0033508999622426927,0.012251499982085079,0.015602399944327772,1.1520538000040688,343.8042952595402,73.83824309816491
Sparse (1%),lrgemm_det,512,8,1,0.9987025831072547,0.05948583999997936,0.5353725599998143,0.5948583999997936,1.1520538000040688,19.36685772621633,1.936685772621633
Sparse (1%),lrgemm_rsvd,512,16,1,0.9920691060246669,0.003189500013832003,0.03805990004912019,0.04124940006295219,1.1520538000040688,361.2020050189439,27.928983166927956
Sparse (1%),lrgemm_det,512,16,1,0.99123075074145,0.06222096999990754,0.5599887299991678,0.6222096999990754,1.1520538000040688,18.515522982135778,1.8515522982135777
Sparse (1%),lrgemm_rsvd,512,32,1,0.9740358324413745,0.003569900000002235,0.08499089995166287,0.0885607999516651,1.1520538000040688,322.7131852442218,13.00862007381188
Sparse (1%),lrgemm_det,512,32,1,0.9660371014147133,0.08392211999744177,0.755299079976976,0.8392211999744178,1.1520538000040688,13.727653687003942,1.372765368700394
Sparse (1%),lrgemm_rsvd,512,64,1,0.9136829293993203,0.028499400010332465,0.3208843999891542,0.34938379999948665,1.1520538000040688,40.42379136355121,3.297387572079076
Sparse (1%),lrgemm_det,512,64,1,0.8875806288285498,0.0632917599985376,0.5696258399868385,0.6329175999853761,1.1520538000040688,18.20227151260587,1.8202271512605868
Sparse (1%),lrgemm_rsvd,512,128,1,0.7480914423740718,0.011385299963876605,0.7137889000005089,0.7251741999643855,1.1520538000040688,101.18783024244567,1.5886580080491668
Sparse (1%),lrgemm_det,512,128,1,0.7095814357037891,0.05431407000287436,0.48882663002586924,0.5431407000287436,1.1520538000040688,21.210964303413476,2.1210964303413475
Sparse (1%),lrgemm_rsvd,512,8,2,0.9956064559088751,0.0020670000230893493,0.014263699995353818,0.016330700018443167,0.8998300999519415,435.3314416547759,55.10052226393929
Sparse (1%),lrgemm_det,512,8,2,0.9883405822420871,0.06631875999737531,0.5968688399763779,0.6631875999737532,0.8998300999519415,13.56825881526666,1.3568258815266658
Sparse (1%),lrgemm_rsvd,512,16,2,0.9866564368784869,0.002812699996866286,0.035064399999100715,0.037877099995967,0.8998300999519415,319.9168418083939,23.756573234163962
Sparse (1%),lrgemm_det,512,16,2,0.9751687944985816,0.06192125999950804,0.5572913399955723,0.6192125999950804,0.8998300999519415,14.531844151089475,1.4531844151089475
Sparse (1%),lrgemm_rsvd,512,32,2,0.9639632529117287,0.0035735000274144113,0.11218739993637428,0.11576089996378869,0.8998300999519415,251.80637835422357,7.77317816493668
Sparse (1%),lrgemm_det,512,32,2,0.9479395636107885,0.06114964000298642,0.5503467600268778,0.6114964000298642,0.8998300999519415,14.715215002214169,1.471521500221417
Sparse (1%),lrgemm_rsvd,512,64,2,0.9023915383888089,0.003947499964851886,0.21785869996529073,0.2218061999301426,0.8998300999519415,227.94936237211695,4.056830242956875
Sparse (1%),lrgemm_det,512,64,2,0.872243743269549,0.05340236999909394,0.4806213299918454,0.5340236999909393,0.8998300999519415,16.85000309849935,1.6850003098499349
Sparse (1%),lrgemm_rsvd,512,128,2,0.7446791805139001,0.008953000011388212,0.5060144999879412,0.5149674999993294,0.8998300999519415,100.50598668684887,1.7473531823913415
Sparse (1%),lrgemm_det,512,128,2,0.7034939629701301,0.053525819996139035,0.4817323799652513,0.5352581999613903,0.8998300999519415,16.81114086653598,1.6811140866535978
Sparse (1%),lrgemm_rsvd,512,8,3,0.9982862505291851,0.0026697000139392912,0.013131999992765486,0.015801700006704777,0.854044400039129,319.90275895415635,54.047627766427134
Sparse (1%),lrgemm_det,512,8,3,0.9970703557138466,0.048730050004087394,0.4385704500367865,0.4873005000408739,0.854044400039129,17.526031677937805,1.7526031677937808
Sparse (1%),lrgemm_rsvd,512,16,3,0.9918367832023769,0.0019099999917671084,0.033336799999233335,0.035246799991000444,0.854044400039129,447.14366686932686,24.23040957639252
Sparse (1%),lrgemm_det,512,16,3,0.9902340854738675,0.07299019999918528,0.6569117999926676,0.7299019999918529,0.854044400039129,11.700809150388158,1.1700809150388158
Sparse (1%),lrgemm_rsvd,512,32,3,0.9732886823984999,0.00590119999833405,0.12391150003531948,0.12981270003365353,0.854044400039129,144.72385282319385,6.579051200827967
Sparse (1%),lrgemm_det,512,32,3,0.9595928981882691,0.06015594000346028,0.5414034600311425,0.6015594000346027,0.854044400039129,14.19717487566486,1.4197174875664862
Sparse (1%),lrgemm_rsvd,512,64,3,0.9146228779380533,0.007069899991620332,0.2058909999905154,0.21296089998213574,0.854044400039129,120.80006804217788,4.010334291932325
Sparse (1%),lrgemm_det,512,64,3,0.8876852738501361,0.05001781000173651,0.4501602900156286,0.5001781000173651,0.854044400039129,17.074805954308644,1.7074805954308645
Sparse (1%),lrgemm_rsvd,512,128,3,0.7536396447070498,0.0068666000152006745,0.547543200023938,0.5544098000391386,0.854044400039129,124.37660532847707,1.5404568966472771
Sparse (1%),lrgemm_det,512,128,3,0.714170605308551,0.07054906999692322,0.6349416299723089,0.7054906999692321,0.854044400039129,12.10567906956641,1.210567906956641
Sparse (1%),lrgemm_rsvd,512,8,4,0.9983091747683656,0.005862599995452911,0.021266199997626245,0.027128799993079156,0.7641915999702178,130.35028836402486,28.169015959613812
Sparse (1%),lrgemm_det,512,8,4,0.9963741302240531,0.05612293999874965,0.5051064599887468,0.5612293999874964,0.7641915999702178,13.616385741503262,1.3616385741503263
Sparse (1%),lrgemm_rsvd,512,16,4,0.990334718360727,0.002178399998228997,0.03000119997886941,0.032179599977098405,0.7641915999702178,350.80407665786487,23.7477035300028
Sparse (1%),lrgemm_det,512,16,4,0.9837734456240838,0.05692563999909908,0.5123307599918917,0.5692563999909908,0.7641915999702178,13.424383107195844,1.3424383107195845
Sparse (1%),lrgemm_rsvd,512,32,4,0.9719559128279214,0.0034153999877162278,0.19061059999512509,0.1940259999828413,0.7641915999702178,223.74878571139453,3.938604104799352
Sparse (1%),lrgemm_det,512,32,4,0.9600370180965528,0.049335229996358976,0.4440170699672308,0.49335229996358976,0.7641915999702178,15.489774751766971,1.5489774751766971
Sparse (1%),lrgemm_rsvd,512,64,4,0.9140506043981014,0.00388329999987036,0.17133610002929345,0.1752194000291638,0.7641915999702178,196.78922565748965,4.361341266109942
Sparse (1%),lrgemm_det,512,64,4,0.890397112484488,0.048614580003777524,0.4375312200339977,0.4861458000377752,0.7641915999702178,15.719391176697144,1.5719391176697146
Sparse (1%),lrgemm_rsvd,512,128,4,0.7475016888480074,0.005517799989320338,0.5007861999911256,0.506303999980446,0.7641915999702178,138.49570507254796,1.5093532739218567
Sparse (1%),lrgemm_det,512,128,4,0.7057613816831603,0.06606037000310608,0.5945433300279547,0.6606037000310607,0.7641915999702178,11.568079317967587,1.1568079317967588
NN-Like,lrgemm_rsvd,512,8,0,0.9981529881118485,0.0022619000519625843,0.013185499934479594,0.015447399986442178,0.735654899966903,325.2375803822971,47.62321818639837
NN-Like,lrgemm_det,512,8,0,0.9959572578440293,0.05073659000336193,0.45662931003025736,0.5073659000336193,0.735654899966903,14.499494347534133,1.4499494347534132
NN-Like,lrgemm_rsvd,512,16,0,0.9949729514576913,0.0020606000325642526,0.032709999999497086,0.03477060003206134,0.735654899966903,357.0100399597874,21.15738294100674
NN-Like,lrgemm_det,512,16,0,0.9910612305542865,0.05315954000107013,0.4784358600096312,0.5315954000107013,0.735654899966903,13.838624261084538,1.3838624261084538
NN-Like,lrgemm_rsvd,512,32,0,0.9815502138158445,0.0024619000032544136,0.07765779999317601,0.08011969999643043,0.735654899966903,298.81591412910046,9.181947760659098
NN-Like,lrgemm_det,512,32,0,0.9737254056325548,0.054172470001503825,0.4875522300135344,0.5417247000150383,0.735654899966903,13.579866303797505,1.3579866303797505
NN-Like,lrgemm_rsvd,512,64,0,0.9391224028410717,0.03443890000926331,0.2975458999280818,0.3319847999373451,0.735654899966903,21.36116135442851,2.215929464559046
NN-Like,lrgemm_det,512,64,0,0.920260539703463,0.07085096000228078,0.637658640020527,0.7085096000228077,0.735654899966903,10.383132422527817,1.0383132422527817
NN-Like,lrgemm_rsvd,512,128,0,0.8129572925713286,0.006113399984315038,0.4205402999650687,0.42665369994938374,0.735654899966903,120.33482217004452,1.7242435728418102
NN-Like,lrgemm_det,512,128,0,0.7735979658997963,0.04600097000366077,0.4140087300329469,0.4600097000366077,0.735654899966903,15.992160598099549,1.599216059809955
