rank,algo,n,trial,s,sampling_ratio,rel_error,runtime_sec,speedup
20,rmm_importance,512,5,5,0.01,8.613827530458202,0.004462999990209937,128.66267112308935
20,rmm_uniform,512,5,10,0.02,25.94426471776505,0.0025615000049583614,224.17392108186488
20,rmm_importance,512,5,10,0.02,5.431488801163826,0.007393700012471527,77.66361889096775
20,rmm_uniform,512,5,26,0.05,9.450305786758758,0.003643499978352338,157.6016202482335
20,rmm_importance,512,5,26,0.05,11.495820181898363,0.005059899995103478,113.48475276555125
20,rmm_uniform,512,5,51,0.1,21.074189495381553,0.003319600014947355,172.97912320073257
20,rmm_importance,512,5,51,0.1,4.561490974897061,0.0054700999753549695,104.97458959613795
20,rmm_uniform,512,5,102,0.2,6.097872875373218,0.004342500003986061,132.23293020970493
20,rmm_importance,512,5,102,0.2,3.919367506742176,0.006513000000268221,88.16543834470818
20,rmm_uniform,512,6,3,0.005,23.646393579781087,0.0031370000215247273,175.1306331683467
20,rmm_importance,512,6,3,0.005,11.289703261486343,0.005057699978351593,108.62344590827199
20,rmm_uniform,512,6,5,0.01,12.817939040603514,0.002570200012996793,213.75176921665832
20,rmm_importance,512,6,5,0.01,15.950041531654502,0.004883300047367811,112.50277367553346
20,rmm_uniform,512,6,10,0.02,23.426603663348864,0.003422799985855818,160.507421493803
20,rmm_importance,512,6,10,0.02,3.125960579731092,0.00597679999191314,91.91955574255175
20,rmm_uniform,512,6,26,0.05,3.9212896843909086,0.003921199997421354,140.10629408855127
20,rmm_importance,512,6,26,0.05,3.921615876773856,0.005827400018461049,94.2761434393222
20,rmm_uniform,512,6,51,0.1,3.3006870944817406,0.0030464999726973474,180.33310518375671
20,rmm_importance,512,6,51,0.1,2.64244213624183,0.006598500011023134,83.25904358580998
20,rmm_uniform,512,6,102,0.2,2.5025618477888196,0.003560699988156557,154.29123538800857
20,rmm_importance,512,6,102,0.2,1.5344962288529727,0.007366800040472299,74.57577197704427
20,rmm_uniform,512,7,3,0.005,11.03423576679751,0.0025573999737389386,217.68163201864758
20,rmm_importance,512,7,3,0.005,19.153987372943046,0.004585699993185699,121.39891419743711
20,rmm_uniform,512,7,5,0.01,8.115849010891703,0.00253060000250116,219.98695940003003
20,rmm_importance,512,7,5,0.01,11.16474661299386,0.004524999996647239,123.02740340782765
20,rmm_uniform,512,7,10,0.02,27.07178605638195,0.0025680999970063567,216.7746585634845
20,rmm_importance,512,7,10,0.02,14.751313285237122,0.004825300013180822,115.3708574569987
20,rmm_uniform,512,7,26,0.05,14.912908438679954,0.003092000028118491,180.04495308711066
20,rmm_importance,512,7,26,0.05,10.10715122486197,0.005861500045284629,94.97551747965666
20,rmm_uniform,512,7,51,0.1,10.236791074257404,0.0029421999934129417,189.21181471493708
20,rmm_importance,512,7,51,0.1,14.454337999514193,0.004768699989654124,116.74020198706529
20,rmm_uniform,512,7,102,0.2,10.08480302348022,0.0038497000350616872,144.6084097300371
20,rmm_importance,512,7,102,0.2,1.4734157831554846,0.006308699958026409,88.24306175786086
20,rmm_uniform,512,8,3,0.005,15.457866228057071,0.0032775000436231494,182.66468102326562
20,rmm_importance,512,8,3,0.005,22.168873223693218,0.005709300050511956,104.86110288921975
20,rmm_uniform,512,8,5,0.01,9.522301463558428,0.003756699967198074,159.3642040220445
20,rmm_importance,512,8,5,0.01,4.779898239239964,0.004955500015057623,120.81192578004666
20,rmm_uniform,512,8,10,0.02,6.461005758378982,0.0031101999920792878,192.49035481538886
20,rmm_importance,512,8,10,0.02,13.124886878653873,0.005152400000952184,116.19507412303444
20,rmm_uniform,512,8,26,0.05,7.267408665749929,0.0032554000499658287,183.90474007286633
20,rmm_importance,512,8,26,0.05,4.1308244283729225,0.006251799990423024,95.76178075742507
20,rmm_uniform,512,8,51,0.1,2.799307728963126,0.004160100012086332,143.9108430765625
20,rmm_importance,512,8,51,0.1,3.9390135561187494,0.006904799956828356,86.70540837756008
20,rmm_uniform,512,8,102,0.2,1.1752603951712843,0.0046527000376954675,128.67442456460103
20,rmm_importance,512,8,102,0.2,5.9976904748025754,0.006838400033302605,87.54730596434962
20,rmm_uniform,512,9,3,0.005,17.835608019897947,0.002565199974924326,249.89915261698488
20,rmm_importance,512,9,3,0.005,6.620917672273081,0.005534199997782707,115.83269493034854
20,rmm_uniform,512,9,5,0.01,7.220310943444344,0.0024750999873504043,258.99612270328316
20,rmm_importance,512,9,5,0.01,7.892380617370395,0.004439099982846528,144.40794361555214
20,rmm_uniform,512,9,10,0.02,4.787452364074712,0.0029424000531435013,217.8634068952813
20,rmm_importance,512,9,10,0.02,7.9099373685318675,0.00474709999980405,135.03850773170163
20,rmm_uniform,512,9,26,0.05,2.069141733942821,0.002682399994228035,238.98050305923314
20,rmm_importance,512,9,26,0.05,3.266994428665997,0.0049706000136211514,128.96658316300378
20,rmm_uniform,512,9,51,0.1,0.9795763376266299,0.003202299994882196,200.18152610660766
20,rmm_importance,512,9,51,0.1,3.020472403327119,0.006731099972967058,95.23574194428878
20,rmm_uniform,512,9,102,0.2,2.052277283141592,0.004504400014411658,142.31446984630858
20,rmm_importance,512,9,102,0.2,1.614290139587012,0.0070733000175096095,90.6283203652939
50,rmm_uniform,512,0,3,0.005,31.339879682640507,0.0026119000394828618,225.2117198613009
50,rmm_importance,512,0,3,0.005,54.971755198584134,0.005711400008294731,102.99234848608768
50,rmm_uniform,512,0,5,0.01,26.78727780022547,0.0024219999904744327,242.8697367098295
50,rmm_importance,512,0,5,0.01,14.08478914039,0.004406499967444688,133.4915475646418
50,rmm_uniform,512,0,10,0.02,32.57190535243211,0.002439800009597093,241.09783493888708
50,rmm_importance,512,0,10,0.02,16.263666648097267,0.004520600021351129,130.12221767452965
50,rmm_uniform,512,0,26,0.05,21.387931432109685,0.0026235999539494514,224.20739073128846
50,rmm_importance,512,0,26,0.05,15.856047839253582,0.005269200017210096,111.63563692334225
50,rmm_uniform,512,0,51,0.1,19.941084414995387,0.0029773999704048038,197.56515948301023
50,rmm_importance,512,0,51,0.1,5.452791835049291,0.005080799979623407,115.77517366494226
50,rmm_uniform,512,0,102,0.2,7.8793086223517195,0.0034850999945774674,168.7843966924834
50,rmm_importance,512,0,102,0.2,2.9018254008096394,0.005742499954067171,102.43456764524937
50,rmm_uniform,512,1,3,0.005,119.61252051716481,0.0024594999849796295,213.5691820359821
50,rmm_importance,512,1,3,0.005,17.58501711717125,0.0036271000280976295,144.81911056781894
50,rmm_uniform,512,1,5,0.01,9.78016156247754,0.002106000029016286,249.41756541901154
50,rmm_importance,512,1,5,0.01,14.320167399585689,0.005702199996449053,92.11767393930671
50,rmm_uniform,512,1,10,0.02,9.01702750469376,0.003974899998866022,132.14757607976608
50,rmm_importance,512,1,10,0.02,16.12186474147459,0.00501069996971637,104.83034370132977
50,rmm_uniform,512,1,26,0.05,3.5228437512808095,0.002830800018273294,185.5565199303663
50,rmm_importance,512,1,26,0.05,2.306820778014506,0.003890099993441254,135.02825143189784
50,rmm_uniform,512,1,51,0.1,10.73634990217666,0.002905600005760789,180.77966649510472
50,rmm_importance,512,1,51,0.1,3.8781747681324568,0.00473970000166446,110.82418714795185
50,rmm_uniform,512,1,102,0.2,1.3964434641295076,0.0033238999894820154,158.02924325995335
50,rmm_importance,512,1,102,0.2,1.877500178666601,0.005909100000280887,88.89228477850114
50,rmm_uniform,512,2,3,0.005,12.129210418373107,0.0023557000095024705,200.33098360395684
50,rmm_importance,512,2,3,0.005,14.888132054725974,0.005146500014234334,91.69721143966416
50,rmm_uniform,512,2,5,0.01,36.27156488387853,0.00207129999762401,227.83744533424414
50,rmm_importance,512,2,5,0.01,8.029075731843609,0.0036589999799616635,128.97504852799284
50,rmm_uniform,512,2,10,0.02,25.105630530621436,0.0036746999830938876,128.4240079872183
50,rmm_importance,512,2,10,0.02,10.576369624043581,0.004785799945238978,98.6083215720199
50,rmm_uniform,512,2,26,0.05,3.348925070440678,0.0024821999832056463,190.12154668135076
50,rmm_importance,512,2,26,0.05,6.83522169281594,0.005063599965069443,93.19845628307021
50,rmm_uniform,512,2,51,0.1,9.890057758027595,0.0026994000072591007,174.82392335719638
50,rmm_importance,512,2,51,0.1,4.7210088708734625,0.004448499996215105,106.08512990468729
50,rmm_uniform,512,2,102,0.2,7.038807000723285,0.003449999960139394,136.78832041505675
50,rmm_importance,512,2,102,0.2,6.052094733495536,0.0053106999839656055,88.86205234796346
50,rmm_uniform,512,3,3,0.005,35.777707735035946,0.002442200027871877,203.33309897254256
50,rmm_importance,512,3,3,0.005,6.253885049060595,0.005864000006113201,84.68282732952514
50,rmm_uniform,512,3,5,0.01,10.588692524728163,0.002667499997187406,186.15936288720124
50,rmm_importance,512,3,5,0.01,3.6120521115384716,0.006712900009006262,73.97400517090814
50,rmm_uniform,512,3,10,0.02,3.597599392677614,0.0025755000533536077,192.8091980939438
50,rmm_importance,512,3,10,0.02,2.850878222641547,0.004913999990094453,101.0541516033812
50,rmm_uniform,512,3,26,0.05,7.667084254373909,0.002730000007431954,181.8974720242362
50,rmm_importance,512,3,26,0.05,1.6480842199912795,0.004448799998499453,111.62113382159488
50,rmm_uniform,512,3,51,0.1,0.8215601099501185,0.002916600031312555,170.2599241057208
50,rmm_importance,512,3,51,0.1,0.6802929445765473,0.0066161000286228955,75.05631683766713
50,rmm_uniform,512,3,102,0.2,1.101923059061414,0.003261999983806163,152.23179106169079
50,rmm_importance,512,3,102,0.2,0.8295388526779421,0.005793499993160367,85.71331674536397
50,rmm_uniform,512,4,3,0.005,6.080445930053175,0.0024562000180594623,203.722944499036
50,rmm_importance,512,4,3,0.005,2.6907335749757673,0.0036725999671034515,136.2479726732416
50,rmm_uniform,512,4,5,0.01,3.087729138188945,0.0022308999905362725,224.29705593273803
50,rmm_importance,512,4,5,0.01,5.47435694353594,0.0038213999941945076,130.94266517973668
50,rmm_uniform,512,4,10,0.02,1.0223052845439877,0.0023579999688081443,212.2070850622527
50,rmm_importance,512,4,10,0.02,2.466194500792659,0.004751199972815812,105.317457236199
50,rmm_uniform,512,4,26,0.05,0.7732389399499171,0.0026906999992206693,185.9680752601887
50,rmm_importance,512,4,26,0.05,1.8896172028716276,0.0048074000515043736,104.08626172083899
50,rmm_uniform,512,4,51,0.1,1.1674302844705489,0.002930099959485233,170.7737984630285
50,rmm_importance,512,4,51,0.1,0.6801440547283449,0.005280599987599999,94.75898593581613
50,rmm_uniform,512,4,102,0.2,0.9716746855554355,0.003334800014272332,150.04926766705833
50,rmm_importance,512,4,102,0.2,0.7989498011303373,0.00632639997638762,79.09463546808163
50,rmm_uniform,512,5,3,0.005,13.81444974164017,0.0023429999710060656,212.254548066697
50,rmm_importance,512,5,3,0.005,11.375785641424786,0.005191400006879121,95.79543077150446
50,rmm_uniform,512,5,5,0.01,28.894807618339115,0.002097699965815991,237.07508608016087
50,rmm_importance,512,5,5,0.01,9.843348517925033,0.003951899998355657,125.84134218302663
50,rmm_uniform,512,5,10,0.02,5.027841142236331,0.002341400017030537,212.39958842952828
50,rmm_importance,512,5,10,0.02,7.705370430128131,0.004715500050224364,105.46334315965376
50,rmm_uniform,512,5,26,0.05,5.052591263524299,0.002554599952418357,194.67329884484928
50,rmm_importance,512,5,26,0.05,4.498437338001568,0.00607609999133274,81.84730348012187
50,rmm_uniform,512,5,51,0.1,1.8253212502568041,0.0030848000315018,161.2138209568371
50,rmm_importance,512,5,51,0.1,2.70234661153575,0.004619100014679134,107.66434984861925
50,rmm_uniform,512,5,102,0.2,7.827266069930583,0.0072385999956168234,68.70284312813435
50,rmm_importance,512,5,102,0.2,3.2644571121347257,0.0063239000155590475,78.64014275093074
50,rmm_uniform,512,6,3,0.005,27.76835886443496,0.0023013000027276576,213.6293396962715
50,rmm_importance,512,6,3,0.005,11.341223797002602,0.004824900010135025,101.89334473109199
50,rmm_uniform,512,6,5,0.01,12.853568727435686,0.002090299967676401,235.19361222218882
50,rmm_importance,512,6,5,0.01,19.22096153527546,0.00409209995996207,120.14007595999541
50,rmm_uniform,512,6,10,0.02,8.085135438997696,0.0020496000070124865,239.86397265012414
50,rmm_importance,512,6,10,0.02,14.29199739327643,0.004230099963024259,116.22070502425096
50,rmm_uniform,512,6,26,0.05,16.25355333062543,0.0024212999851442873,203.041838286073
50,rmm_importance,512,6,26,0.05,4.852595560456974,0.0037087000091560185,132.55998026586556
50,rmm_uniform,512,6,51,0.1,2.6385709615669186,0.002607200003694743,188.564436686499
50,rmm_importance,512,6,51,0.1,1.0051345785030061,0.004519700014498085,108.77385632867772
50,rmm_uniform,512,6,102,0.2,3.517507085995521,0.003405099967494607,144.379079826976
50,rmm_importance,512,6,102,0.2,2.6520822038608673,0.005589400010649115,87.95670359771644
50,rmm_uniform,512,7,3,0.005,19.175101203978272,0.0022273999638855457,218.12149047572757
50,rmm_importance,512,7,3,0.005,6.511823517537769,0.003768599999602884,128.9189088944151
50,rmm_uniform,512,7,5,0.01,3.2015390241676402,0.0028661000542342663,169.51390070647741
50,rmm_importance,512,7,5,0.01,9.410783362223352,0.004427700012456626,109.72825589842428
50,rmm_uniform,512,7,10,0.02,3.752063078706976,0.0022709000040777028,213.94328201853884
50,rmm_importance,512,7,10,0.02,2.633266254906252,0.00471310003194958,103.0837021736895
50,rmm_uniform,512,7,26,0.05,10.599036748815255,0.0037746999878436327,128.7105734423795
50,rmm_importance,512,7,26,0.05,4.154901247582036,0.004263099981471896,113.9649086626752
50,rmm_uniform,512,7,51,0.1,4.401897926008185,0.005154000013135374,94.26538586924445
50,rmm_importance,512,7,51,0.1,1.0438286372434389,0.005498699960298836,88.35612117703053
50,rmm_uniform,512,7,102,0.2,2.721228169804908,0.0033850999898277223,143.52420946745002
50,rmm_importance,512,7,102,0.2,1.2264659245950478,0.005523800035007298,87.9546321244873
50,rmm_uniform,512,8,3,0.005,16.951140911072397,0.0022699999972246587,218.5185905653382
50,rmm_importance,512,8,3,0.005,9.718595650156729,0.004853200051002204,102.20827387373419
50,rmm_uniform,512,8,5,0.01,27.08506145869734,0.002314700046554208,214.298695295437
50,rmm_importance,512,8,5,0.01,5.844661775493114,0.004844100039917976,102.40027990529555
50,rmm_uniform,512,8,10,0.02,3.570206997176319,0.00261049997061491,190.0161676155894
50,rmm_importance,512,8,10,0.02,5.654175436357641,0.005398599954787642,91.88256291095495
50,rmm_uniform,512,8,26,0.05,14.669726078804667,0.0025015000137500465,198.2959013592949
50,rmm_importance,512,8,26,0.05,4.48894217999337,0.006525499979034066,76.01520214092157
50,rmm_uniform,512,8,51,0.1,2.294161450874577,0.002920099999755621,169.86993596738697
50,rmm_importance,512,8,51,0.1,2.0982590064580635,0.005825500003993511,85.14929184392916
50,rmm_uniform,512,8,102,0.2,1.4545202469339675,0.003398600034415722,145.95339108861376
50,rmm_importance,512,8,102,0.2,1.9075155020301373,0.0066933000343851745,74.10951211339481
50,rmm_uniform,512,9,3,0.005,34.186336336854545,0.0021256000036373734,231.8099356117459
50,rmm_importance,512,9,3,0.005,36.16495001905493,0.003975899948272854,123.9304827561248
50,rmm_uniform,512,9,5,0.01,45.0372064017097,0.0023665999760851264,208.20383882306893
50,rmm_importance,512,9,5,0.01,31.0028945942459,0.004210999992210418,117.01144642388428
50,rmm_uniform,512,9,10,0.02,32.97079777632381,0.004656900011468679,105.80755411669428
50,rmm_importance,512,9,10,0.02,14.756642146632352,0.004262099973857403,115.60855048023608
50,rmm_uniform,512,9,26,0.05,8.868049152156582,0.0025798999704420567,190.99004055381187
50,rmm_importance,512,9,26,0.05,9.890116018817015,0.0042783000390045345,115.17079108228113
50,rmm_uniform,512,9,51,0.1,6.041994167074999,0.003527199965901673,139.69585074362135
50,rmm_importance,512,9,51,0.1,3.984949865104592,0.004799699992872775,102.65958303877001
50,rmm_uniform,512,9,102,0.2,6.126186132852673,0.003456000005826354,142.5738423463023
50,rmm_importance,512,9,102,0.2,2.9981453267143476,0.006145099992863834,80.18343079066389
100,rmm_uniform,512,0,3,0.005,2.145807694750503,0.0024272999726235867,197.74428601863144
100,rmm_importance,512,0,3,0.005,4.774661869071587,0.004418500000610948,108.63068914181898
100,rmm_uniform,512,0,5,0.01,14.649065560224983,0.0023714000126346946,202.40562430722844
100,rmm_importance,512,0,5,0.01,4.65158869327964,0.006561499962117523,73.15167306418675
100,rmm_uniform,512,0,10,0.02,4.155279852796403,0.002845000009983778,168.7116690176151
100,rmm_importance,512,0,10,0.02,4.128296865940989,0.004280099994502962,112.14333792573795
100,rmm_uniform,512,0,26,0.05,1.8468051824341927,0.0025477000162936747,188.3992216390388
100,rmm_importance,512,0,26,0.05,2.442529801363849,0.00471439998364076,101.81246854426213
100,rmm_uniform,512,0,51,0.1,4.212940218986742,0.0028650000458583236,167.53392403374167
100,rmm_importance,512,0,51,0.1,2.3871918359757878,0.006976499978918582,68.8002152210852
100,rmm_uniform,512,0,102,0.2,1.2209441625591546,0.003457800019532442,138.81216303087345
100,rmm_importance,512,0,102,0.2,1.6541000675807032,0.005915700050536543,81.13743021774084
100,rmm_uniform,512,1,3,0.005,34.257649349577896,0.002424100006464869,200.33484537342983
100,rmm_importance,512,1,3,0.005,35.44053586043569,0.0038024999666959047,127.71379466620964
100,rmm_uniform,512,1,5,0.01,38.596643596468134,0.0027145000058226287,178.9028178018733
100,rmm_importance,512,1,5,0.01,40.73883283477496,0.003662700008135289,132.58844537806112
100,rmm_uniform,512,1,10,0.02,35.7630448943009,0.002174600027501583,223.32001003550812
100,rmm_importance,512,1,10,0.02,13.37849141264664,0.004393499984871596,110.5341303373335
100,rmm_uniform,512,1,26,0.05,3.5337443473813512,0.002750399988144636,176.5676636337055
100,rmm_importance,512,1,26,0.05,17.762166509460723,0.0043132000137120485,112.59197311068422
100,rmm_uniform,512,1,51,0.1,10.986111889900453,0.003080700000282377,157.63680329806758
100,rmm_importance,512,1,51,0.1,12.282631260676668,0.004830399993807077,100.53653953864789
100,rmm_uniform,512,1,102,0.2,7.267299711262675,0.003257200005464256,149.09483579460195
100,rmm_importance,512,1,102,0.2,5.872312420682535,0.006209700019098818,78.20533978634076
100,rmm_uniform,512,2,3,0.005,6.207264532686508,0.0023459999938495457,221.1898982762816
100,rmm_importance,512,2,3,0.005,3.8962499267096327,0.004118400043807924,125.99832325078023
100,rmm_uniform,512,2,5,0.01,5.769640337760799,0.0023256000131368637,223.13015869646878
100,rmm_importance,512,2,5,0.01,3.019372622060888,0.003940200025681406,131.69674042271478
100,rmm_uniform,512,2,10,0.02,7.037821017187518,0.002939899975899607,176.50651527249724
100,rmm_importance,512,2,10,0.02,1.6515380157901982,0.004480700008571148,115.81036422949774
100,rmm_uniform,512,2,26,0.05,2.6826142805083735,0.0025067999958992004,207.00155610523782
100,rmm_importance,512,2,26,0.05,1.4071580894011795,0.006647499976679683,78.06115108178248
100,rmm_uniform,512,2,51,0.1,3.0912067786216566,0.0029099000385031104,178.3262287809285
100,rmm_importance,512,2,51,0.1,1.6025353606401722,0.004427900013979524,117.1913318632894
100,rmm_uniform,512,2,102,0.2,2.8415895799100728,0.006684900028631091,77.62442187216958
100,rmm_importance,512,2,102,0.2,0.996388625236272,0.005843900027684867,88.79541017769796
100,rmm_uniform,512,3,3,0.005,4.86721110521189,0.002506399992853403,189.5574534510566
100,rmm_importance,512,3,3,0.005,6.781820900006648,0.0037862000172026455,125.48380904769533
100,rmm_uniform,512,3,5,0.01,1.0206496519530188,0.0022154999896883965,214.4467624402291
100,rmm_importance,512,3,5,0.01,1.5220947827495228,0.004027299990411848,117.97154448542862
100,rmm_uniform,512,3,10,0.02,1.2449159495180404,0.0027999000158160925,169.6870592847071
100,rmm_importance,512,3,10,0.02,3.0428260127742175,0.004286100040189922,110.84827594317773
100,rmm_uniform,512,3,26,0.05,4.7397202197699775,0.002343200030736625,202.75981296640714
100,rmm_importance,512,3,26,0.05,1.2832384417990592,0.00468040001578629,101.50987060348973
100,rmm_uniform,512,3,51,0.1,1.386589693084948,0.0040071000112220645,118.56624457699571
100,rmm_importance,512,3,51,0.1,1.0859940159592554,0.00471740000648424,100.71369807987149
100,rmm_uniform,512,3,102,0.2,1.9370179560405594,0.005113499995786697,92.91225195394644
100,rmm_importance,512,3,102,0.2,0.8946701597200387,0.005153900012373924,92.18393815059673
100,rmm_uniform,512,4,3,0.005,6.536090014662362,0.004503100004512817,111.4976348605553
100,rmm_importance,512,4,3,0.005,5.694768634163977,0.0041812999988906085,120.07868370529481
100,rmm_uniform,512,4,5,0.01,10.390877712764757,0.0023751999833621085,211.386411064651
100,rmm_importance,512,4,5,0.01,6.236996455948137,0.00466259999666363,107.68348140586944
100,rmm_uniform,512,4,10,0.02,4.905671441576976,0.0024663000367581844,203.57823158600686
100,rmm_importance,512,4,10,0.02,3.9716842097238527,0.0038847000105306506,129.24678834470672
100,rmm_uniform,512,4,26,0.05,1.1714408370371197,0.0033708999981172383,148.9468688849169
100,rmm_importance,512,4,26,0.05,1.4712149492607849,0.004536400025244802,110.67917230615932
100,rmm_uniform,512,4,51,0.1,0.9705172557649651,0.003001999983098358,167.2501675118379
100,rmm_importance,512,4,51,0.1,1.210671334352563,0.0050635000225156546,99.15769681270554
100,rmm_uniform,512,4,102,0.2,0.6380328538051079,0.0034619999933056533,145.02744107874028
100,rmm_importance,512,4,102,0.2,2.786036006865415,0.006081900035496801,82.5539711460782
100,rmm_uniform,512,5,3,0.005,25.9391143664127,0.0022558000055141747,218.31270449156557
100,rmm_importance,512,5,3,0.005,15.784901220777286,0.004854600003454834,101.44394999493593
100,rmm_uniform,512,5,5,0.01,11.918510027450386,0.002370300004258752,207.76686457877082
100,rmm_importance,512,5,5,0.01,8.656897841244257,0.004010499978903681,122.79511347373467
100,rmm_uniform,512,5,10,0.02,11.508301822325494,0.004123799968510866,119.42135985168127
100,rmm_importance,512,5,10,0.02,5.136863542457539,0.004399500030558556,111.93767395732112
100,rmm_uniform,512,5,26,0.05,2.008522473386796,0.0025756999966688454,191.19843174003165
100,rmm_importance,512,5,26,0.05,7.344717378285208,0.00677979999454692,72.63780648278531
100,rmm_uniform,512,5,51,0.1,2.586682633787101,0.002886699978262186,170.59957865533306
100,rmm_importance,512,5,51,0.1,2.7903111746663822,0.007292099995538592,67.53470197846819
100,rmm_uniform,512,5,102,0.2,4.9540722378216095,0.0038775000139139593,127.007040162145
100,rmm_importance,512,5,102,0.2,3.4252918803323076,0.005697600019630045,86.43460374529151
100,rmm_uniform,512,6,3,0.005,2.765985367630329,0.0028027999796904624,185.85193512333728
100,rmm_importance,512,6,3,0.005,5.079459885373361,0.004913400043733418,106.01738009374782
100,rmm_uniform,512,6,5,0.01,4.439330547515365,0.0022939000045880675,227.0830458813595
100,rmm_importance,512,6,5,0.01,3.4386382989213926,0.003789600043091923,137.45666932284428
100,rmm_uniform,512,6,10,0.02,2.3712323386069447,0.002979000040795654,174.8592792398873
100,rmm_importance,512,6,10,0.02,2.3918012954954215,0.004551899968646467,114.43700511371676
100,rmm_uniform,512,6,26,0.05,1.7073892726535498,0.0028658999945037067,181.75993614157116
100,rmm_importance,512,6,26,0.05,1.2515832088501782,0.006010300014168024,86.66885159828902
100,rmm_uniform,512,6,51,0.1,2.35065243525362,0.0030109999934211373,173.00093029799808
100,rmm_importance,512,6,51,0.1,1.1200108090796517,0.0056782999890856445,91.73622404423237
100,rmm_uniform,512,6,102,0.2,1.808687661970992,0.003362499992363155,154.91622339693504
100,rmm_importance,512,6,102,0.2,1.052422236225957,0.00506120000500232,102.92140193516896
100,rmm_uniform,512,7,3,0.005,32.10616418637493,0.0022869999520480633,209.51863141493232
100,rmm_importance,512,7,3,0.005,9.166636336304347,0.005388999998103827,88.91614402815483
100,rmm_uniform,512,7,5,0.01,10.84754226256189,0.0020963000133633614,228.57849398680963
100,rmm_importance,512,7,5,0.01,13.681753223630547,0.004122800019104034,116.22419175773143
100,rmm_uniform,512,7,10,0.02,9.431608669710068,0.0021701999939978123,220.79490430576837
100,rmm_importance,512,7,10,0.02,4.516666383688687,0.004891799995675683,97.95353457269475
100,rmm_uniform,512,7,26,0.05,6.587610276774198,0.00241499999538064,198.41370638330037
100,rmm_importance,512,7,26,0.05,4.417621639512195,0.0043114000000059605,111.14002412173855
100,rmm_uniform,512,7,51,0.1,5.024193160353486,0.0035167000023648143,136.2553245022059
100,rmm_importance,512,7,51,0.1,2.8326667977091504,0.0047008999972604215,101.93135362981025
100,rmm_uniform,512,7,102,0.2,2.3614790292155567,0.003839900018647313,124.78686884350796
100,rmm_importance,512,7,102,0.2,4.7303981900302485,0.005740799999330193,83.46730421805898
100,rmm_uniform,512,8,3,0.005,9.348242206525812,0.0021963000181131065,221.44078496248835
100,rmm_importance,512,8,3,0.005,4.7043358230809424,0.003998100000899285,121.64538153490403
100,rmm_uniform,512,8,5,0.01,25.207830890788216,0.0024647999671287835,197.31840575713636
100,rmm_importance,512,8,5,0.01,7.762075116012326,0.004085799970198423,119.03431483956729
100,rmm_uniform,512,8,10,0.02,9.364750525451939,0.002454900008160621,198.11413842004126
100,rmm_importance,512,8,10,0.02,4.898402044673122,0.004889499978162348,99.46833054427825
100,rmm_uniform,512,8,26,0.05,2.3795659784712164,0.002678500022739172,181.5756564850527
100,rmm_importance,512,8,26,0.05,3.361390402053466,0.005169699958059937,94.07710388798061
100,rmm_uniform,512,8,51,0.1,2.1504915723777045,0.0028660999960266054,169.69066002524045
100,rmm_importance,512,8,51,0.1,1.6648370720794958,0.005255000025499612,92.55002809973432
100,rmm_uniform,512,8,102,0.2,0.7635186849236374,0.003474900033324957,139.9609759589917
100,rmm_importance,512,8,102,0.2,0.9100487892996967,0.007504900044295937,64.80438075837425
100,rmm_uniform,512,9,3,0.005,4.882477908294566,0.002263600006699562,212.36724623866806
100,rmm_importance,512,9,3,0.005,13.806053279606756,0.003578700008802116,134.32657077325803
100,rmm_uniform,512,9,5,0.01,4.917123320242475,0.002141100005246699,224.51753716811018
100,rmm_importance,512,9,5,0.01,3.531808432536373,0.003687499964144081,130.3632555072301
100,rmm_uniform,512,9,10,0.02,9.765976741174695,0.0021908999769948423,219.41417000149445
100,rmm_importance,512,9,10,0.02,4.35592090494797,0.0069494000053964555,69.1735257195333
100,rmm_uniform,512,9,26,0.05,2.2490365689884757,0.002845299954060465,168.95037703234047
100,rmm_importance,512,9,26,0.05,1.4395421854325305,0.00550259998999536,87.36133843685445
100,rmm_uniform,512,9,51,0.1,4.29795770213049,0.002980399993248284,161.29194104738087
100,rmm_importance,512,9,51,0.1,0.9627073945705309,0.005839599994942546,82.31976512517039
100,rmm_uniform,512,9,102,0.2,0.6471705323186263,0.00312920002033934,153.6221708053314
100,rmm_importance,512,9,102,0.2,1.0607048690950358,0.006410700036212802,74.98627252767304
