matrix_type,algo,n,trial,s,sampling_ratio,rel_error,runtime_sec,speedup
Low-Rank (r=10),rmm_uniform,512,1,51,0.1,1.8976917292960358,0.005472699995152652,109.55923046168661
Low-Rank (r=10),rmm_importance,512,1,51,0.1,2.113671566036191,0.005371400038711727,111.62542273809208
Low-Rank (r=10),rmm_uniform,512,1,102,0.2,1.252114262881542,0.003474900033324957,172.54735223070233
Low-Rank (r=10),rmm_importance,512,1,102,0.2,1.7806206924853067,0.005925400007981807,101.1889153827472
Low-Rank (r=10),rmm_uniform,512,2,3,0.005,16.337188920798127,0.002670800022315234,217.81387418423353
Low-Rank (r=10),rmm_importance,512,2,3,0.005,10.360115586305549,0.004497500020079315,129.34681432676445
Low-Rank (r=10),rmm_uniform,512,2,5,0.01,9.97264986658645,0.0024594999849796295,236.52665321591235
Low-Rank (r=10),rmm_importance,512,2,5,0.01,14.205332970874535,0.004278699983842671,135.96122706162825
Low-Rank (r=10),rmm_uniform,512,2,10,0.02,5.865229737940607,0.002931899973191321,198.41648942702767
Low-Rank (r=10),rmm_importance,512,2,10,0.02,6.592427337411384,0.00591449998319149,98.35781582298871
