matrix_type,algo,n,trial,s,sampling_ratio,rel_error,runtime_sec,speedup
Dense Gaussian,rmm_uniform,512,4,51,0.1,3.0649806885178705,0.0044003999792039394,180.66669023862653
Dense Gaussian,rmm_importance,512,4,51,0.1,3.32109504020623,0.008963999978732318,88.68872175982824
Dense Gaussian,rmm_uniform,512,4,102,0.2,2.226715826071902,0.005314900015946478,149.5805560939272
Dense Gaussian,rmm_importance,512,4,102,0.2,2.123802474508792,0.009440399997401983,84.21313717508623
Dense Gaussian,rmm_uniform,512,5,3,0.005,13.110653319347223,0.003143400012049824,241.397975797768
Dense Gaussian,rmm_importance,512,5,3,0.005,13.049271237404028,0.005503399996086955,137.88029228677522
Dense Gaussian,rmm_uniform,512,5,5,0.01,9.969174853966058,0.002937599958386272,258.3096441927881
Dense Gaussian,rmm_importance,512,5,5,0.01,10.074360041874627,0.006360100000165403,119.30793541167169
Dense Gaussian,rmm_uniform,512,5,10,0.02,7.04601196240905,0.0029661000007763505,255.827652416606
Dense Gaussian,rmm_importance,512,5,10,0.02,7.09336934820313,0.014616600004956126,51.914289217342834
Dense Gaussian,rmm_uniform,512,5,26,0.05,4.638113424399881,0.003566900035366416,212.73665998704024
Dense Gaussian,rmm_importance,512,5,26,0.05,4.51330429226876,0.007509100018069148,101.05210986743838
Dense Gaussian,rmm_uniform,512,5,51,0.1,3.1331306940400148,0.004627200018148869,163.98910724742612
Dense Gaussian,rmm_importance,512,5,51,0.1,3.1412175138089458,0.010994500014930964,69.01727218163742
Dense Gaussian,rmm_uniform,512,5,102,0.2,2.234515873002144,0.00473960000090301,160.100092810983
Dense Gaussian,rmm_importance,512,5,102,0.2,2.218085759076109,0.009166200004983693,82.78353075635916
Dense Gaussian,rmm_uniform,512,6,3,0.005,13.806087564741468,0.0037051000399515033,195.8220269719948
Dense Gaussian,rmm_importance,512,6,3,0.005,13.040350030051405,0.006313699996098876,114.91521618157671
Dense Gaussian,rmm_uniform,512,6,5,0.01,10.123834199774688,0.00334840000141412,216.68265429784583
Dense Gaussian,rmm_importance,512,6,5,0.01,10.055354241664649,0.005310700042173266,136.61856143176442
Dense Gaussian,rmm_uniform,512,6,10,0.02,6.887442689668087,0.0034946000087074935,207.61752365063072
Dense Gaussian,rmm_importance,512,6,10,0.02,7.080562346925869,0.0052829000051133335,137.3374849524068
Dense Gaussian,rmm_uniform,512,6,26,0.05,4.4392525220610075,0.0032967000151984394,220.0807463865194
Dense Gaussian,rmm_importance,512,6,26,0.05,4.319504798423929,0.005745899979956448,126.27094145185967
Dense Gaussian,rmm_uniform,512,6,51,0.1,3.0664455746078065,0.0035336000146344304,205.32606886814926
Dense Gaussian,rmm_importance,512,6,51,0.1,3.1949537516157815,0.0064498999854549766,112.4885969694835
Dense Gaussian,rmm_uniform,512,6,102,0.2,2.1645312772264047,0.005491499963682145,132.1205872267429
Dense Gaussian,rmm_importance,512,6,102,0.2,2.207230040257596,0.014000299968756735,51.82318961568309
Dense Gaussian,rmm_uniform,512,7,3,0.005,12.744390841202407,0.0039252000278793275,178.6426156563985
Dense Gaussian,rmm_importance,512,7,3,0.005,13.028518965198568,0.005753199977334589,121.88138822175888
Dense Gaussian,rmm_uniform,512,7,5,0.01,9.854843790293826,0.002977500029373914,235.50226466408336
Dense Gaussian,rmm_importance,512,7,5,0.01,10.081288012558518,0.005961500050034374,117.62274495844184
Dense Gaussian,rmm_uniform,512,7,10,0.02,7.127231877579633,0.003853400005027652,181.97124592309217
Dense Gaussian,rmm_importance,512,7,10,0.02,7.074783015122243,0.007573599985335022,92.58582461612714
Dense Gaussian,rmm_uniform,512,7,26,0.05,4.331312407429062,0.005015899951104075,139.7970467494243
Dense Gaussian,rmm_importance,512,7,26,0.05,4.498808415398772,0.006225300021469593,112.63842666805299
Dense Gaussian,rmm_uniform,512,7,51,0.1,2.994063359938249,0.004006000002846122,175.03944070313227
Dense Gaussian,rmm_importance,512,7,51,0.1,3.430968673723209,0.009561500046402216,73.33661000386448
Dense Gaussian,rmm_uniform,512,7,102,0.2,2.265889226363753,0.006890600023325533,101.76298110197308
Dense Gaussian,rmm_importance,512,7,102,0.2,2.1231396571889087,0.009274200012441725,75.60846207912616
Dense Gaussian,rmm_uniform,512,8,3,0.005,12.780832228994141,0.0029019000357948244,240.75977510689506
Dense Gaussian,rmm_importance,512,8,3,0.005,13.007484480268806,0.005031099950429052,138.8683999293377
Dense Gaussian,rmm_uniform,512,8,5,0.01,10.159352787428507,0.0033648000098764896,207.63813538692247
Dense Gaussian,rmm_importance,512,8,5,0.01,10.035853801556161,0.004872199962846935,143.3973985731919
Dense Gaussian,rmm_uniform,512,8,10,0.02,7.04539748298716,0.0027537000132724643,253.71710666855554
Dense Gaussian,rmm_importance,512,8,10,0.02,7.08601370356304,0.0054911000188440084,127.23512549453349
Dense Gaussian,rmm_uniform,512,8,26,0.05,4.489091561993048,0.003502699953969568,199.46350220745248
Dense Gaussian,rmm_importance,512,8,26,0.05,4.497033620039301,0.0055581999476999044,125.69911240594585
Dense Gaussian,rmm_uniform,512,8,51,0.1,3.1429022855269495,0.0032127000158652663,217.4684211256757
Dense Gaussian,rmm_importance,512,8,51,0.1,3.3195741448805856,0.005382100003771484,129.8119320546012
Dense Gaussian,rmm_uniform,512,8,102,0.2,2.110572943022219,0.00384040002245456,181.92396518998805
Dense Gaussian,rmm_importance,512,8,102,0.2,2.3590722425257726,0.006024199945386499,115.97569906950162
Dense Gaussian,rmm_uniform,512,9,3,0.005,12.765395480775261,0.0026852000155486166,224.82552381637794
Dense Gaussian,rmm_importance,512,9,3,0.005,12.99515410685729,0.004533400002401322,133.16749012389948
Dense Gaussian,rmm_uniform,512,9,5,0.01,10.36192752321965,0.0025396999553777277,237.70583559256542
Dense Gaussian,rmm_importance,512,9,5,0.01,10.068893939990462,0.004952799994498491,121.89095071839122
Dense Gaussian,rmm_uniform,512,9,10,0.02,7.047883319514956,0.002746199956163764,219.83158898989635
Dense Gaussian,rmm_importance,512,9,10,0.02,7.064950703600976,0.0046579999616369605,129.60530378263576
Dense Gaussian,rmm_uniform,512,9,26,0.05,4.490832552998348,0.002962099970318377,203.80861756754817
Dense Gaussian,rmm_importance,512,9,26,0.05,4.315223944465467,0.0051229000091552734,117.84370160818533
Dense Gaussian,rmm_uniform,512,9,51,0.1,3.3566130443728226,0.0031854999833740294,189.51546168524325
Dense Gaussian,rmm_importance,512,9,51,0.1,3.321283988391262,0.007440200017299503,81.14049335283644
Dense Gaussian,rmm_uniform,512,9,102,0.2,2.17019958912361,0.004123800026718527,146.3944653319801
Dense Gaussian,rmm_importance,512,9,102,0.2,2.09702721590105,0.00929850002285093,64.9246113420311
Low-Rank (r=10),rmm_uniform,512,0,3,0.005,4.981921295111129,0.0030718999914824963,199.61821729824288
Low-Rank (r=10),rmm_importance,512,0,3,0.005,5.892976621299279,0.0046233999892137945,132.6312240880761
Low-Rank (r=10),rmm_uniform,512,0,5,0.01,2.6391085486145,0.0025397000135853887,241.44867375597485
Low-Rank (r=10),rmm_importance,512,0,5,0.01,1.2453716094468434,0.005321999953594059,115.22119604757073
Low-Rank (r=10),rmm_uniform,512,0,10,0.02,12.068671098886439,0.0028478000313043594,215.3266357460359
Low-Rank (r=10),rmm_importance,512,0,10,0.02,1.6992100944046975,0.004650100017897785,131.869679718296
Low-Rank (r=10),rmm_uniform,512,0,26,0.05,1.3216320041473553,0.0031300000264309347,195.91284180193733
Low-Rank (r=10),rmm_importance,512,0,26,0.05,2.069537217347127,0.00514109997311607,119.27548641824069
Low-Rank (r=10),rmm_uniform,512,0,51,0.1,0.5217247720836845,0.0038923000101931393,157.54366272187625
Low-Rank (r=10),rmm_importance,512,0,51,0.1,0.906508212470065,0.00550999998813495,111.28987320121293
Low-Rank (r=10),rmm_uniform,512,0,102,0.2,0.5342917385261245,0.0038069000001996756,161.07783235337416
Low-Rank (r=10),rmm_importance,512,0,102,0.2,0.9460637793824275,0.00703459995565936,87.17015948076707
Low-Rank (r=10),rmm_uniform,512,1,3,0.005,6.716332350212181,0.0031039000023156404,193.17142935316377
Low-Rank (r=10),rmm_importance,512,1,3,0.005,9.126388446724244,0.005079300026409328,118.04476933812093
Low-Rank (r=10),rmm_uniform,512,1,5,0.01,2.393977021785556,0.0024579999735578895,243.9319798481192
Low-Rank (r=10),rmm_importance,512,1,5,0.01,12.317604757793346,0.00615009997272864,97.49187861584963
Low-Rank (r=10),rmm_uniform,512,1,10,0.02,10.345627076405254,0.002508800011128187,238.99266476285297
Low-Rank (r=10),rmm_importance,512,1,10,0.02,4.897065231175759,0.008429899986367673,71.12596839656617
Low-Rank (r=10),rmm_uniform,512,1,26,0.05,4.626443344957228,0.005273299990221858,113.70200844412322
Low-Rank (r=10),rmm_importance,512,1,26,0.05,3.827713143318469,0.004751700034830719,126.18321771609075
