algo,dist,n,rep,time_ns,swaps
QS_cut16,uniform,2048,2,63842,11448
QS_cut16,uniform,2048,3,65199,9889
QS_cut16,uniform,2048,4,64579,15866
QS_cut16,uniform,4096,0,159246,26590
QS_cut16,uniform,4096,1,139423,26412
QS_cut16,uniform,4096,2,139214,24165
QS_cut16,uniform,4096,3,139379,22059
QS_cut16,uniform,4096,4,140680,22975
QS_cut16,uniform,8192,0,329215,51999
QS_cut16,uniform,8192,1,331315,53082
QS_cut16,uniform,8192,2,319435,53624
QS_cut16,uniform,8192,3,326712,55628
QS_cut16,uniform,8192,4,321054,49756
QS_cut16,uniform,16384,0,683288,119672
QS_cut16,uniform,16384,1,644694,147652
QS_cut16,uniform,16384,2,712930,117684
QS_cut16,uniform,16384,3,699350,112932
QS_cut16,uniform,16384,4,655429,115854
QS_cut16,uniform,32768,0,1421251,243601
QS_cut16,uniform,32768,1,1409665,245295
QS_cut16,uniform,32768,2,1514323,254560
QS_cut16,uniform,32768,3,1461517,237562
QS_cut16,uniform,32768,4,1434450,273887
QS_cut16,uniform,65536,0,3116986,552612
QS_cut16,uniform,65536,1,3016637,569784
QS_cut16,uniform,65536,2,3227888,516925
QS_cut16,uniform,65536,3,3086097,580338
QS_cut16,uniform,65536,4,2920967,673676
QS_cut16,uniform,131072,0,6466580,1271174
QS_cut16,uniform,131072,1,6850911,1154178
QS_cut16,uniform,131072,2,6931043,1185863
QS_cut16,uniform,131072,3,6447358,1271064
QS_cut16,uniform,131072,4,7748918,1317044
QS_cut16,uniform,262144,0,13683839,3045621
QS_cut16,uniform,262144,1,13934587,2710041
QS_cut16,uniform,262144,2,13736768,2609875
QS_cut16,uniform,262144,3,13522299,2627389
QS_cut16,uniform,262144,4,13654640,2550567
QS_cut16,uniform,524288,0,40959396,5748196
QS_cut16,uniform,524288,1,35100747,5803474
QS_cut16,uniform,524288,2,28553618,5846721
QS_cut16,uniform,524288,3,30303357,5674529
QS_cut16,uniform,524288,4,28688855,6105745
QS_cut16,uniform,1048576,0,63046265,11718460
QS_cut16,uniform,1048576,1,62704526,11269066
QS_cut16,uniform,1048576,2,63501920,12397813
QS_cut16,uniform,1048576,3,61794740,12811336
QS_cut16,uniform,1048576,4,63268899,12610956
QS_cut16,normal,1024,0,32213,4014
QS_cut16,normal,1024,1,31167,4178
QS_cut16,normal,1024,2,29746,4600
QS_cut16,normal,1024,3,30265,4624
QS_cut16,normal,1024,4,29903,5856
QS_cut16,normal,2048,0,68405,12156
QS_cut16,normal,2048,1,65695,10055
QS_cut16,normal,2048,2,64530,9556
QS_cut16,normal,2048,3,65762,10101
QS_cut16,normal,2048,4,65019,12077
QS_cut16,normal,4096,0,140781,21318
QS_cut16,normal,4096,1,134102,28184
QS_cut16,normal,4096,2,136989,25705
QS_cut16,normal,4096,3,146480,24274
QS_cut16,normal,4096,4,141007,23616
QS_cut16,normal,8192,0,309862,63614
QS_cut16,normal,8192,1,348813,68579
QS_cut16,normal,8192,2,312669,54176
QS_cut16,normal,8192,3,295370,64705
QS_cut16,normal,8192,4,300770,47997
QS_cut16,normal,16384,0,639212,123777
QS_cut16,normal,16384,1,627677,135741
QS_cut16,normal,16384,2,680249,104630
QS_cut16,normal,16384,3,639728,123597
QS_cut16,normal,16384,4,638020,107542
QS_cut16,normal,32768,0,1392867,269239
QS_cut16,normal,32768,1,1384915,246252
QS_cut16,normal,32768,2,1461516,255964
QS_cut16,normal,32768,3,1429342,258448
QS_cut16,normal,32768,4,1350805,235819
QS_cut16,normal,65536,0,2770876,527955
QS_cut16,normal,65536,1,2809203,568427
QS_cut16,normal,65536,2,2737648,484975
QS_cut16,normal,65536,3,2713058,557085
QS_cut16,normal,65536,4,2838206,494075
QS_cut16,normal,131072,0,6296922,1199980
QS_cut16,normal,131072,1,6763107,1272476
QS_cut16,normal,131072,2,6249916,1208599
QS_cut16,normal,131072,3,6406420,1109436
QS_cut16,normal,131072,4,6267134,1089954
QS_cut16,normal,262144,0,14968660,2546386
QS_cut16,normal,262144,1,14959149,2263868
QS_cut16,normal,262144,2,15413485,2535879
QS_cut16,normal,262144,3,14585681,2719096
QS_cut16,normal,262144,4,14635982,2310355
QS_cut16,normal,524288,0,35821839,5584399
QS_cut16,normal,524288,1,36114712,4803188
QS_cut16,normal,524288,2,36541308,4865606
QS_cut16,normal,524288,3,35648189,4898652
QS_cut16,normal,524288,4,36660770,4819681
QS_cut16,normal,1048576,0,91304062,10759189
QS_cut16,normal,1048576,1,94536112,9737599
QS_cut16,normal,1048576,2,90722032,8875116
QS_cut16,normal,1048576,3,93609739,9475516
QS_cut16,normal,1048576,4,93039147,10771764
QS_cut16,stock,1024,0,23733,4359
QS_cut16,stock,1024,1,22878,4786
QS_cut16,stock,1024,2,22576,5369
QS_cut16,stock,1024,3,23079,5491
QS_cut16,stock,1024,4,22465,5557
QS_cut16,stock,2048,0,48544,9867
QS_cut16,stock,2048,1,49035,11620
QS_cut16,stock,2048,2,47214,11082
QS_cut16,stock,2048,3,47274,9017
QS_cut16,stock,2048,4,46956,9037
QS_cut16,stock,4096,0,106689,21647
QS_cut16,stock,4096,1,103493,22236
QS_cut16,stock,4096,2,103628,23848
QS_cut16,stock,4096,3,105029,24386
QS_cut16,stock,4096,4,106195,22853
QS_cut16,stock,8192,0,215254,47612
QS_cut16,stock,8192,1,212876,51970
QS_cut16,stock,8192,2,215312,56767
QS_cut16,stock,8192,3,214891,51751
QS_cut16,stock,8192,4,221559,63081
QS_cut16,stock,16384,0,505737,114144
QS_cut16,stock,16384,1,451496,113112
QS_cut16,stock,16384,2,451130,113892
QS_cut16,stock,16384,3,459345,113562
QS_cut16,stock,16384,4,450253,127847
QS_cut16,stock,32768,0,1041291,248570
QS_cut16,stock,32768,1,1062639,290156
QS_cut16,stock,32768,2,1076062,259053
QS_cut16,stock,32768,3,1045860,262097
QS_cut16,stock,32768,4,1010961,241031
QS_cut16,stock,65536,0,2243065,558247
QS_cut16,stock,65536,1,2036016,643409
QS_cut16,stock,65536,2,2009883,599654
QS_cut16,stock,65536,3,2085743,563785
QS_cut16,stock,65536,4,2015524,589809
QS_cut16,stock,131072,0,4439303,1257154
QS_cut16,stock,131072,1,4500965,1427872
QS_cut16,stock,131072,2,4461944,1369638
QS_cut16,stock,131072,3,4331558,1187845
QS_cut16,stock,131072,4,4326199,1167287
QS_cut16,stock,262144,0,10086049,2779633
QS_cut16,stock,262144,1,9724293,2434320
QS_cut16,stock,262144,2,9871452,2680996
QS_cut16,stock,262144,3,9590254,2514226
QS_cut16,stock,262144,4,10107369,2966595
QS_cut16,stock,524288,0,19999590,6135266
QS_cut16,stock,524288,1,19833901,6103338
QS_cut16,stock,524288,2,20248398,5453541
QS_cut16,stock,524288,3,19768331,5758268
QS_cut16,stock,524288,4,19368839,5806454
QS_cut16,stock,1007339,0,40717890,11888031
QS_cut16,stock,1007339,1,39400051,12510031
QS_cut16,stock,1007339,2,38174264,11431979
QS_cut16,stock,1007339,3,38667950,10886538
QS_cut16,stock,1007339,4,37711175,10948921
MS,sorted,1024,0,15983,0
MS,sorted,1024,1,12626,0
MS,sorted,1024,2,18319,0
MS,sorted,1024,3,10986,0
MS,sorted,1024,4,10405,0
MS,sorted,2048,0,27353,0
MS,sorted,2048,1,22788,0
MS,sorted,2048,2,21145,0
MS,sorted,2048,3,21369,0
MS,sorted,2048,4,21288,0
MS,sorted,4096,0,91209,0
MS,sorted,4096,1,81772,0
MS,sorted,4096,2,76221,0
MS,sorted,4096,3,76153,0
MS,sorted,4096,4,76179,0
MS,sorted,8192,0,114711,0
MS,sorted,8192,1,94796,0
MS,sorted,8192,2,93253,0
MS,sorted,8192,3,93648,0
MS,sorted,8192,4,93283,0
MS,sorted,16384,0,225536,0
MS,sorted,16384,1,197532,0
MS,sorted,16384,2,204819,0
MS,sorted,16384,3,193506,0
MS,sorted,16384,4,193731,0
MS,sorted,32768,0,501186,0
MS,sorted,32768,1,441800,0
MS,sorted,32768,2,430208,0
MS,sorted,32768,3,414521,0
MS,sorted,32768,4,413424,0
MS,sorted,65536,0,1045173,0
MS,sorted,65536,1,977995,0
MS,sorted,65536,2,978816,0
MS,sorted,65536,3,1550049,0
MS,sorted,65536,4,927195,0
MS,sorted,131072,0,2078279,0
MS,sorted,131072,1,2010013,0
MS,sorted,131072,2,1992568,0
MS,sorted,131072,3,2476199,0
MS,sorted,131072,4,1957743,0
MS,sorted,262144,0,4198063,0
MS,sorted,262144,1,4210221,0
MS,sorted,262144,2,4116438,0
MS,sorted,262144,3,4194251,0
MS,sorted,262144,4,4126320,0
MS,sorted,524288,0,8849612,0
MS,sorted,524288,1,8788557,0
MS,sorted,524288,2,8463017,0
MS,sorted,524288,3,8505500,0
MS,sorted,524288,4,8368509,0
MS,sorted,1048576,0,18878944,0
MS,sorted,1048576,1,19848993,0
MS,sorted,1048576,2,18682997,0
MS,sorted,1048576,3,17816301,0
MS,sorted,1048576,4,17672563,0
MS,almost_sorted,1024,0,27786,0
MS,almost_sorted,1024,1,18560,0
MS,almost_sorted,1024,2,16430,0
MS,almost_sorted,1024,3,15926,0
MS,almost_sorted,1024,4,15686,0
MS,almost_sorted,2048,0,41838,0
MS,almost_sorted,2048,1,36202,0
MS,almost_sorted,2048,2,33075,0
MS,almost_sorted,2048,3,32852,0
MS,almost_sorted,2048,4,32859,0
MS,almost_sorted,4096,0,84876,0
MS,almost_sorted,4096,1,69358,0
MS,almost_sorted,4096,2,70969,0
MS,almost_sorted,4096,3,70111,0
MS,almost_sorted,4096,4,70321,0
MS,almost_sorted,8192,0,188685,0
MS,almost_sorted,8192,1,147563,0
MS,almost_sorted,8192,2,145039,0
MS,almost_sorted,8192,3,144028,0
MS,almost_sorted,8192,4,146290,0
MS,almost_sorted,16384,0,520250,0
MS,almost_sorted,16384,1,355180,0
MS,almost_sorted,16384,2,385655,0
MS,almost_sorted,16384,3,304075,0
MS,almost_sorted,16384,4,296135,0
MS,almost_sorted,32768,0,1052088,0
MS,almost_sorted,32768,1,678291,0
MS,almost_sorted,32768,2,633702,0
MS,almost_sorted,32768,3,624117,0
MS,almost_sorted,32768,4,638758,0
MS,almost_sorted,65536,0,1555279,0
MS,almost_sorted,65536,1,1471927,0
MS,almost_sorted,65536,2,1424534,0
MS,almost_sorted,65536,3,1687066,0
MS,almost_sorted,65536,4,1418585,0
MS,almost_sorted,131072,0,3059900,0
MS,almost_sorted,131072,1,2923929,0
MS,almost_sorted,131072,2,3499093,0
MS,almost_sorted,131072,3,3129211,0
MS,almost_sorted,131072,4,3003727,0
MS,almost_sorted,262144,0,6408063,0
MS,almost_sorted,262144,1,6288880,0
MS,almost_sorted,262144,2,6610824,0
MS,almost_sorted,262144,3,6302331,0
MS,almost_sorted,262144,4,6181761,0
MS,almost_sorted,524288,0,13681726,0
MS,almost_sorted,524288,1,13358144,0
MS,almost_sorted,524288,2,13133217,0
MS,almost_sorted,524288,3,13961961,0
MS,almost_sorted,524288,4,17869090,0
MS,almost_sorted,1048576,0,28050201,0
MS,almost_sorted,1048576,1,26885533,0
MS,almost_sorted,1048576,2,28606953,0
MS,almost_sorted,1048576,3,27238128,0
MS,almost_sorted,1048576,4,27599714,0
MS,uniform,1024,0,58842,0
MS,uniform,1024,1,55678,0
MS,uniform,1024,2,54842,0
MS,uniform,1024,3,53929,0
MS,uniform,1024,4,53427,0
MS,uniform,2048,0,102919,0
MS,uniform,2048,1,93878,0
MS,uniform,2048,2,92903,0
MS,uniform,2048,3,93200,0
MS,uniform,2048,4,97460,0
MS,uniform,4096,0,215569,0
MS,uniform,4096,1,225459,0
MS,uniform,4096,2,205987,0
MS,uniform,4096,3,206450,0
MS,uniform,4096,4,236175,0
MS,uniform,8192,0,548769,0
MS,uniform,8192,1,483014,0
MS,uniform,8192,2,423240,0
MS,uniform,8192,3,451130,0
MS,uniform,8192,4,425462,0
MS,uniform,16384,0,931084,0
MS,uniform,16384,1,919848,0
MS,uniform,16384,2,986297,0
MS,uniform,16384,3,918490,0
MS,uniform,16384,4,937864,0
MS,uniform,32768,0,2139649,0
MS,uniform,32768,1,2009245,0
MS,uniform,32768,2,2022724,0
MS,uniform,32768,3,1998231,0
MS,uniform,32768,4,2771429,0
MS,uniform,65536,0,4423283,0
MS,uniform,65536,1,4887529,0
MS,uniform,65536,2,4352413,0
MS,uniform,65536,3,4236322,0
MS,uniform,65536,4,4360875,0
MS,uniform,131072,0,9228718,0
MS,uniform,131072,1,9376318,0
MS,uniform,131072,2,9434473,0
MS,uniform,131072,3,9507609,0
MS,uniform,131072,4,9624043,0
MS,uniform,262144,0,19898296,0
MS,uniform,262144,1,20373734,0
MS,uniform,262144,2,20606934,0
MS,uniform,262144,3,20059052,0
MS,uniform,262144,4,22615999,0
MS,uniform,524288,0,41995767,0
MS,uniform,524288,1,42281893,0
MS,uniform,524288,2,44647265,0
MS,uniform,524288,3,42610690,0
MS,uniform,524288,4,41957606,0
MS,uniform,1048576,0,88981252,0
MS,uniform,1048576,1,90157493,0
MS,uniform,1048576,2,89557869,0
MS,uniform,1048576,3,95629471,0
MS,uniform,1048576,4,89179751,0
MS,normal,1024,0,79197,0
MS,normal,1024,1,58183,0
MS,normal,1024,2,43700,0
MS,normal,1024,3,59297,0
MS,normal,1024,4,42395,0
MS,normal,2048,0,98134,0
MS,normal,2048,1,94666,0
MS,normal,2048,2,94032,0
MS,normal,2048,3,125062,0
MS,normal,2048,4,93176,0
MS,normal,4096,0,215035,0
MS,normal,4096,1,202484,0
MS,normal,4096,2,199419,0
MS,normal,4096,3,196715,0
MS,normal,4096,4,197579,0
MS,normal,8192,0,447590,0
MS,normal,8192,1,451405,0
MS,normal,8192,2,428849,0
MS,normal,8192,3,533532,0
MS,normal,8192,4,454883,0
MS,normal,16384,0,960534,0
MS,normal,16384,1,963268,0
MS,normal,16384,2,946361,0
MS,normal,16384,3,896757,0
MS,normal,16384,4,927461,0
MS,normal,32768,0,1984878,0
MS,normal,32768,1,2036909,0
MS,normal,32768,2,1971811,0
MS,normal,32768,3,1928518,0
MS,normal,32768,4,1984960,0
MS,normal,65536,0,4127061,0
MS,normal,65536,1,4078610,0
MS,normal,65536,2,4184282,0
MS,normal,65536,3,4130677,0
MS,normal,65536,4,4225028,0
MS,normal,131072,0,8586647,0
MS,normal,131072,1,8691248,0
MS,normal,131072,2,8638952,0
MS,normal,131072,3,8212652,0
MS,normal,131072,4,8282288,0
MS,normal,262144,0,17257031,0
MS,normal,262144,1,17603407,0
MS,normal,262144,2,16724971,0
MS,normal,262144,3,16469667,0
MS,normal,262144,4,17162844,0
MS,normal,524288,0,35668149,0
MS,normal,524288,1,35271634,0
MS,normal,524288,2,36247947,0
MS,normal,524288,3,34223848,0
MS,normal,524288,4,36300427,0
MS,normal,1048576,0,71937188,0
MS,normal,1048576,1,72889930,0
MS,normal,1048576,2,71665239,0
MS,normal,1048576,3,68520056,0
MS,normal,1048576,4,69190964,0
MS,stock,1024,0,35004,0
MS,stock,1024,1,28016,0
MS,stock,1024,2,25205,0
MS,stock,1024,3,23265,0
MS,stock,1024,4,22342,0
MS,stock,2048,0,67636,0
MS,stock,2048,1,59756,0
MS,stock,2048,2,58133,0
MS,stock,2048,3,56820,0
MS,stock,2048,4,55205,0
MS,stock,4096,0,143212,0
MS,stock,4096,1,164582,0
MS,stock,4096,2,128301,0
MS,stock,4096,3,125485,0
MS,stock,4096,4,135012,0
MS,stock,8192,0,315096,0
MS,stock,8192,1,273539,0
MS,stock,8192,2,265810,0
MS,stock,8192,3,264693,0
MS,stock,8192,4,266550,0
MS,stock,16384,0,633107,0
MS,stock,16384,1,606621,0
MS,stock,16384,2,581863,0
MS,stock,16384,3,576657,0
MS,stock,16384,4,571176,0
MS,stock,32768,0,1351370,0
MS,stock,32768,1,1257756,0
MS,stock,32768,2,1397898,0
MS,stock,32768,3,1375389,0
MS,stock,32768,4,1336256,0
MS,stock,65536,0,2624480,0
MS,stock,65536,1,2520933,0
MS,stock,65536,2,2552744,0
MS,stock,65536,3,2579500,0
MS,stock,65536,4,2639902,0
MS,stock,131072,0,5907496,0
MS,stock,131072,1,6079360,0
MS,stock,131072,2,5561643,0
MS,stock,131072,3,5532037,0
MS,stock,131072,4,5896207,0
MS,stock,262144,0,12330847,0
MS,stock,262144,1,11957227,0
MS,stock,262144,2,11732504,0
MS,stock,262144,3,11833998,0
MS,stock,262144,4,11922359,0
MS,stock,524288,0,24483798,0
MS,stock,524288,1,26437860,0
MS,stock,524288,2,24993960,0
MS,stock,524288,3,25029527,0
MS,stock,524288,4,24578182,0
MS,stock,1007339,0,50091906,0
MS,stock,1007339,1,50456612,0
MS,stock,1007339,2,51865681,0
MS,stock,1007339,3,49545241,0
MS,stock,1007339,4,48026798,0
STD,sorted,1024,0,5691,-1
STD,sorted,1024,1,4380,-1
STD,sorted,1024,2,4090,-1
STD,sorted,1024,3,4155,-1
STD,sorted,1024,4,4001,-1
STD,sorted,2048,0,9141,-1
STD,sorted,2048,1,8464,-1
STD,sorted,2048,2,8157,-1
STD,sorted,2048,3,8082,-1
STD,sorted,2048,4,8044,-1
STD,sorted,4096,0,18046,-1
STD,sorted,4096,1,16691,-1
STD,sorted,4096,2,16700,-1
STD,sorted,4096,3,16422,-1
STD,sorted,4096,4,16232,-1
STD,sorted,8192,0,36002,-1
STD,sorted,8192,1,34568,-1
STD,sorted,8192,2,34937,-1
STD,sorted,8192,3,34640,-1
STD,sorted,8192,4,34190,-1
STD,sorted,16384,0,74763,-1
STD,sorted,16384,1,71470,-1
STD,sorted,16384,2,70101,-1
STD,sorted,16384,3,70005,-1
STD,sorted,16384,4,69914,-1
STD,sorted,32768,0,150212,-1
STD,sorted,32768,1,149169,-1
STD,sorted,32768,2,149280,-1
STD,sorted,32768,3,148886,-1
STD,sorted,32768,4,149313,-1
STD,sorted,65536,0,330553,-1
STD,sorted,65536,1,313882,-1
STD,sorted,65536,2,322774,-1
STD,sorted,65536,3,316791,-1
STD,sorted,65536,4,317153,-1
STD,sorted,131072,0,662409,-1
STD,sorted,131072,1,664775,-1
STD,sorted,131072,2,681532,-1
STD,sorted,131072,3,655541,-1
STD,sorted,131072,4,657971,-1
STD,sorted,262144,0,1460926,-1
STD,sorted,262144,1,1393774,-1
STD,sorted,262144,2,1373504,-1
STD,sorted,262144,3,1409745,-1
STD,sorted,262144,4,1401184,-1
STD,sorted,524288,0,3176288,-1
STD,sorted,524288,1,2993321,-1
STD,sorted,524288,2,2967606,-1
STD,sorted,524288,3,2926316,-1
STD,sorted,524288,4,3020923,-1
STD,sorted,1048576,0,6310979,-1
STD,sorted,1048576,1,6144596,-1
STD,sorted,1048576,2,6107493,-1
STD,sorted,1048576,3,6362981,-1
STD,sorted,1048576,4,6721562,-1
STD,almost_sorted,1024,0,10083,-1
STD,almost_sorted,1024,1,10315,-1
STD,almost_sorted,1024,2,9145,-1
STD,almost_sorted,1024,3,9290,-1
STD,almost_sorted,1024,4,8286,-1
STD,almost_sorted,2048,0,21025,-1
STD,almost_sorted,2048,1,17889,-1
STD,almost_sorted,2048,2,18882,-1
STD,almost_sorted,2048,3,17584,-1
STD,almost_sorted,2048,4,18282,-1
STD,almost_sorted,4096,0,40028,-1
STD,almost_sorted,4096,1,57945,-1
STD,almost_sorted,4096,2,37186,-1
STD,almost_sorted,4096,3,38209,-1
STD,almost_sorted,4096,4,37242,-1
STD,almost_sorted,8192,0,84504,-1
STD,almost_sorted,8192,1,80563,-1
STD,almost_sorted,8192,2,78804,-1
STD,almost_sorted,8192,3,79318,-1
STD,almost_sorted,8192,4,79079,-1
STD,almost_sorted,16384,0,175402,-1
STD,almost_sorted,16384,1,174741,-1
STD,almost_sorted,16384,2,212198,-1
STD,almost_sorted,16384,3,167189,-1
STD,almost_sorted,16384,4,167919,-1
STD,almost_sorted,32768,0,370486,-1
STD,almost_sorted,32768,1,411713,-1
STD,almost_sorted,32768,2,401610,-1
STD,almost_sorted,32768,3,357932,-1
STD,almost_sorted,32768,4,358463,-1
STD,almost_sorted,65536,0,788881,-1
STD,almost_sorted,65536,1,764589,-1
STD,almost_sorted,65536,2,817732,-1
STD,almost_sorted,65536,3,756602,-1
STD,almost_sorted,65536,4,757722,-1
STD,almost_sorted,131072,0,1630975,-1
STD,almost_sorted,131072,1,1656690,-1
STD,almost_sorted,131072,2,1587214,-1
STD,almost_sorted,131072,3,1724540,-1
STD,almost_sorted,131072,4,1689706,-1
STD,almost_sorted,262144,0,3473165,-1
STD,almost_sorted,262144,1,3357847,-1
STD,almost_sorted,262144,2,3356669,-1
STD,almost_sorted,262144,3,3516188,-1
STD,almost_sorted,262144,4,3412529,-1
STD,almost_sorted,524288,0,7165799,-1
STD,almost_sorted,524288,1,7636330,-1
STD,almost_sorted,524288,2,7317446,-1
STD,almost_sorted,524288,3,7235112,-1
STD,almost_sorted,524288,4,7214007,-1
STD,almost_sorted,1048576,0,15839359,-1
STD,almost_sorted,1048576,1,15340369,-1
STD,almost_sorted,1048576,2,16011834,-1
STD,almost_sorted,1048576,3,15156979,-1
STD,almost_sorted,1048576,4,14950864,-1
STD,uniform,1024,0,46756,-1
STD,uniform,1024,1,29042,-1
STD,uniform,1024,2,28034,-1
STD,uniform,1024,3,27972,-1
STD,uniform,1024,4,28584,-1
STD,uniform,2048,0,62679,-1
STD,uniform,2048,1,62336,-1
STD,uniform,2048,2,60677,-1
STD,uniform,2048,3,60151,-1
STD,uniform,2048,4,60726,-1
STD,uniform,4096,0,135133,-1
STD,uniform,4096,1,131978,-1
STD,uniform,4096,2,134161,-1
STD,uniform,4096,3,131123,-1
STD,uniform,4096,4,133021,-1
STD,uniform,8192,0,289241,-1
STD,uniform,8192,1,285064,-1
STD,uniform,8192,2,284680,-1
STD,uniform,8192,3,298727,-1
STD,uniform,8192,4,282488,-1
STD,uniform,16384,0,609582,-1
STD,uniform,16384,1,665098,-1
STD,uniform,16384,2,596037,-1
STD,uniform,16384,3,606789,-1
STD,uniform,16384,4,593461,-1
STD,uniform,32768,0,1333309,-1
STD,uniform,32768,1,1328894,-1
STD,uniform,32768,2,1327357,-1
STD,uniform,32768,3,1307975,-1
STD,uniform,32768,4,1290499,-1
STD,uniform,65536,0,2740728,-1
STD,uniform,65536,1,2785702,-1
STD,uniform,65536,2,2839741,-1
STD,uniform,65536,3,2951422,-1
STD,uniform,65536,4,2710054,-1
STD,uniform,131072,0,6095277,-1
STD,uniform,131072,1,5811507,-1
STD,uniform,131072,2,5905382,-1
STD,uniform,131072,3,6095868,-1
STD,uniform,131072,4,5831658,-1
STD,uniform,262144,0,12931815,-1
STD,uniform,262144,1,12542524,-1
STD,uniform,262144,2,12329450,-1
STD,uniform,262144,3,13599275,-1
STD,uniform,262144,4,12278946,-1
STD,uniform,524288,0,27009214,-1
STD,uniform,524288,1,27031939,-1
STD,uniform,524288,2,27576113,-1
STD,uniform,524288,3,26535481,-1
STD,uniform,524288,4,27256335,-1
STD,uniform,1048576,0,55119805,-1
STD,uniform,1048576,1,55822368,-1
STD,uniform,1048576,2,59185209,-1
STD,uniform,1048576,3,56182387,-1
STD,uniform,1048576,4,51984003,-1
STD,normal,1024,0,30395,-1
STD,normal,1024,1,28864,-1
STD,normal,1024,2,29590,-1
STD,normal,1024,3,30215,-1
STD,normal,1024,4,28957,-1
STD,normal,2048,0,63569,-1
STD,normal,2048,1,62368,-1
STD,normal,2048,2,60616,-1
STD,normal,2048,3,61396,-1
STD,normal,2048,4,62556,-1
STD,normal,4096,0,134617,-1
STD,normal,4096,1,135124,-1
STD,normal,4096,2,133715,-1
STD,normal,4096,3,133706,-1
STD,normal,4096,4,131735,-1
STD,normal,8192,0,295598,-1
STD,normal,8192,1,289372,-1
STD,normal,8192,2,300456,-1
STD,normal,8192,3,287746,-1
STD,normal,8192,4,292750,-1
STD,normal,16384,0,620683,-1
STD,normal,16384,1,591780,-1
STD,normal,16384,2,588980,-1
STD,normal,16384,3,651927,-1
STD,normal,16384,4,585678,-1
STD,normal,32768,0,1247878,-1
STD,normal,32768,1,1265885,-1
STD,normal,32768,2,1320506,-1
STD,normal,32768,3,1211572,-1
STD,normal,32768,4,1238522,-1
STD,normal,65536,0,2413564,-1
STD,normal,65536,1,2796663,-1
STD,normal,65536,2,2863180,-1
STD,normal,65536,3,2516008,-1
STD,normal,65536,4,2408056,-1
STD,normal,131072,0,5079461,-1
STD,normal,131072,1,5629757,-1
STD,normal,131072,2,4964373,-1
STD,normal,131072,3,5157764,-1
STD,normal,131072,4,5049413,-1
STD,normal,262144,0,9564869,-1
STD,normal,262144,1,9781329,-1
STD,normal,262144,2,9638221,-1
STD,normal,262144,3,9536843,-1
STD,normal,262144,4,10854395,-1
STD,normal,524288,0,20477608,-1
STD,normal,524288,1,19658151,-1
STD,normal,524288,2,19382451,-1
STD,normal,524288,3,18879074,-1
STD,normal,524288,4,19876080,-1
STD,normal,1048576,0,38514126,-1
STD,normal,1048576,1,39104371,-1
STD,normal,1048576,2,37071570,-1
STD,normal,1048576,3,36142030,-1
STD,normal,1048576,4,37671464,-1
STD,stock,1024,0,23887,-1
STD,stock,1024,1,16033,-1
STD,stock,1024,2,10365,-1
STD,stock,1024,3,8225,-1
STD,stock,1024,4,6978,-1
STD,stock,2048,0,44953,-1
STD,stock,2048,1,39585,-1
STD,stock,2048,2,32643,-1
STD,stock,2048,3,28759,-1
STD,stock,2048,4,26542,-1
STD,stock,4096,0,100859,-1
STD,stock,4096,1,97274,-1
STD,stock,4096,2,95565,-1
STD,stock,4096,3,137626,-1
STD,stock,4096,4,92041,-1
STD,stock,8192,0,202070,-1
STD,stock,8192,1,194447,-1
STD,stock,8192,2,205945,-1
STD,stock,8192,3,190780,-1
STD,stock,8192,4,189082,-1
STD,stock,16384,0,415265,-1
STD,stock,16384,1,407219,-1
STD,stock,16384,2,405033,-1
STD,stock,16384,3,411327,-1
STD,stock,16384,4,436429,-1
STD,stock,32768,0,947325,-1
STD,stock,32768,1,1045373,-1
STD,stock,32768,2,949416,-1
STD,stock,32768,3,925931,-1
STD,stock,32768,4,921158,-1
STD,stock,65536,0,1871560,-1
STD,stock,65536,1,1856924,-1
STD,stock,65536,2,1863437,-1
STD,stock,65536,3,1792212,-1
STD,stock,65536,4,1806323,-1
STD,stock,131072,0,4042148,-1
STD,stock,131072,1,4163599,-1
STD,stock,131072,2,4114189,-1
STD,stock,131072,3,3991066,-1
STD,stock,131072,4,4368485,-1
STD,stock,262144,0,8748954,-1
STD,stock,262144,1,8887609,-1
STD,stock,262144,2,8372177,-1
STD,stock,262144,3,8535550,-1
STD,stock,262144,4,8428439,-1
STD,stock,524288,0,17551633,-1
STD,stock,524288,1,17542653,-1
STD,stock,524288,2,17678387,-1
STD,stock,524288,3,19115354,-1
STD,stock,524288,4,18291648,-1
STD,stock,1007339,0,35030165,-1
STD,stock,1007339,1,34595466,-1
STD,stock,1007339,2,34591834,-1
STD,stock,1007339,3,35871885,-1
STD,stock,1007339,4,35559201,-1
