matrix_type,m,n,rank,oversampling,power_iter,trial,rel_error,baseline_error,runtime_sec,baseline_runtime_sec,speedup
Dense Gaussian,1024,1024,64,20,2,4,0.8999156329356811,0.8890477957843695,0.16265089996159077,1.2820562000270002,7.882257032268199
Low-Rank (r=rank),1024,1024,64,0,0,0,0.9362984703725808,0.8846687679545127,0.08967050001956522,1.2730707000009716,14.197207551237028
Low-Rank (r=rank),1024,1024,64,0,1,0,0.9089232644282977,0.8846687679545127,0.09201480000047013,1.189750700024888,12.929992783973981
Low-Rank (r=rank),1024,1024,64,0,2,0,0.898955607381358,0.8846687679545127,0.11853599996538833,1.1974751999950968,10.102206927387048
Low-Rank (r=rank),1024,1024,64,5,0,0,0.9340658437842667,0.8846687679545127,0.09074169996893033,1.1766661999863572,12.967204718329544
Low-Rank (r=rank),1024,1024,64,5,1,0,0.9077111578023572,0.8846687679545127,0.10247080004774034,1.0821626000106335,10.560692407070722
Low-Rank (r=rank),1024,1024,64,5,2,0,0.8980191024065345,0.8846687679545127,0.10286270000506192,1.2218449999927543,11.878406846530634
Low-Rank (r=rank),1024,1024,64,10,0,0,0.933138803525136,0.8846687679545127,0.11129790003178641,1.1821953000035137,10.62190121885392
Low-Rank (r=rank),1024,1024,64,10,1,0,0.9066213050293888,0.8846687679545127,0.11402480001561344,1.1891833000117913,10.429163654301137
Low-Rank (r=rank),1024,1024,64,10,2,0,0.8972855275771293,0.8846687679545127,0.13213179999729618,1.1655284999869764,8.820953775024837
Low-Rank (r=rank),1024,1024,64,20,0,0,0.9307207144497393,0.8846687679545127,0.13300740002887323,1.21589039999526,9.141524454513918
Low-Rank (r=rank),1024,1024,64,20,1,0,0.9047255559089427,0.8846687679545127,0.1402018999797292,1.1152803000295535,7.954815877607963
Low-Rank (r=rank),1024,1024,64,20,2,0,0.8952504711431865,0.8846687679545127,0.13862909999443218,1.174720700015314,8.473839187172786
Low-Rank (r=rank),1024,1024,64,0,0,1,0.9346511736184645,0.8841808297648639,0.09553849999792874,1.1617294999887235,12.15980468621456
Low-Rank (r=rank),1024,1024,64,0,1,1,0.9088330395016566,0.8841808297648639,0.09941220004111528,1.106126700004097,11.126669559134804
Low-Rank (r=rank),1024,1024,64,0,2,1,0.8988453707941263,0.8841808297648639,0.11124000005656853,1.1548405000357889,10.381521929598359
Low-Rank (r=rank),1024,1024,64,5,0,1,0.9335330265533619,0.8841808297648639,0.10017920000245795,1.2429843999561854,12.407609562920129
Low-Rank (r=rank),1024,1024,64,5,1,1,0.9071062201422213,0.8841808297648639,0.12889689998701215,1.2685886999825016,9.841886811167115
Low-Rank (r=rank),1024,1024,64,5,2,1,0.8974096682038568,0.8841808297648639,0.12383070000214502,1.3396433000452816,10.818345531617572
Low-Rank (r=rank),1024,1024,64,10,0,1,0.9330828133380146,0.8841808297648639,0.2077378000249155,1.2751652000006288,6.138339771807004
Low-Rank (r=rank),1024,1024,64,10,1,1,0.9062002954887861,0.8841808297648639,0.11810880003031343,1.2206927000079304,10.335323868286116
Low-Rank (r=rank),1024,1024,64,10,2,1,0.8967346501184074,0.8841808297648639,0.10944440000457689,1.1901462000096217,10.874436699912016
Low-Rank (r=rank),1024,1024,64,20,0,1,0.9302094158264738,0.8841808297648639,0.13256359996739775,1.1373010000097565,8.579285718624574
Low-Rank (r=rank),1024,1024,64,20,1,1,0.9041488741120776,0.8841808297648639,0.18529480003053322,1.1735980999656022,6.333680706486175
Low-Rank (r=rank),1024,1024,64,20,2,1,0.8948464713086565,0.8841808297648639,0.1357101000030525,1.1939100999734364,8.79750364892946
Low-Rank (r=rank),1024,1024,64,0,0,2,0.9361991969040049,0.8847872419392795,0.08851719996891916,1.1855692999670282,13.39366021952021
Low-Rank (r=rank),1024,1024,64,0,1,2,0.9091378174527195,0.8847872419392795,0.09092320001218468,1.2216998999938369,13.436613535710535
Low-Rank (r=rank),1024,1024,64,0,2,2,0.8992970184557251,0.8847872419392795,0.10343970003305003,1.2028611999703571,11.6286222754516
Low-Rank (r=rank),1024,1024,64,5,0,2,0.934629423018264,0.8847872419392795,0.0943769000004977,1.1855971000040881,12.562365366925974
Low-Rank (r=rank),1024,1024,64,5,1,2,0.9078387934764198,0.8847872419392795,0.10455310001270846,1.1653406000114046,11.145921066613589
Low-Rank (r=rank),1024,1024,64,5,2,2,0.8982039302211088,0.8847872419392795,0.11731559998588637,1.130819700018037,9.63912472129947
Low-Rank (r=rank),1024,1024,64,10,0,2,0.9328141246237178,0.8847872419392795,0.10285349999321625,1.237274700019043,12.029485628594536
Low-Rank (r=rank),1024,1024,64,10,1,2,0.9067042524949405,0.8847872419392795,0.11341270001139492,1.235472199972719,10.893596571182833
Low-Rank (r=rank),1024,1024,64,10,2,2,0.8972074415933273,0.8847872419392795,0.11884360003750771,1.2357609000173397,10.39821159597426
Low-Rank (r=rank),1024,1024,64,20,0,2,0.9309095715233118,0.8847872419392795,0.12788879999425262,1.1895600000279956,9.301518194567898
Low-Rank (r=rank),1024,1024,64,20,1,2,0.9047471883394744,0.8847872419392795,0.1306283000158146,1.2636059999931604,9.673294376794164
Low-Rank (r=rank),1024,1024,64,20,2,2,0.8955519335695695,0.8847872419392795,0.1435619000112638,1.2270739999949,8.54735135087112
Low-Rank (r=rank),1024,1024,64,0,0,3,0.9351633106792704,0.8841399062386219,0.11091679998207837,1.2496740000206046,11.266769328203873
Low-Rank (r=rank),1024,1024,64,0,1,3,0.9083538227346811,0.8841399062386219,0.12714300001971424,1.5755672000232153,12.39208764760085
Low-Rank (r=rank),1024,1024,64,0,2,3,0.8987888029494938,0.8841399062386219,0.12529470003210008,1.5273642999818549,12.190174840520383
Low-Rank (r=rank),1024,1024,64,5,0,3,0.9336822857195433,0.8841399062386219,0.14260850002756342,1.5639775000163354,10.966930440429913
Low-Rank (r=rank),1024,1024,64,5,1,3,0.9071914059172738,0.8841399062386219,0.13244940002914518,1.416459699976258,10.694345913719271
Low-Rank (r=rank),1024,1024,64,5,2,3,0.8973500232414612,0.8841399062386219,0.13513850001618266,1.4007048000348732,10.364957431576794
Low-Rank (r=rank),1024,1024,64,10,0,3,0.9330529363261976,0.8841399062386219,0.12886930000968277,1.5276464000344276,11.854230603562259
Low-Rank (r=rank),1024,1024,64,10,1,3,0.9060893999491488,0.8841399062386219,0.13569369999459013,1.3383114999742247,9.86273865350846
Low-Rank (r=rank),1024,1024,64,10,2,3,0.896722380141202,0.8841399062386219,0.15054000000236556,1.28008380002575,8.503280191348711
Low-Rank (r=rank),1024,1024,64,20,0,3,0.9305376533324508,0.8841399062386219,0.1291281000012532,1.2355006999569014,9.568023535891188
Low-Rank (r=rank),1024,1024,64,20,1,3,0.9044932172987946,0.8841399062386219,0.14675759995589033,1.1930541999754496,8.129420216288871
Low-Rank (r=rank),1024,1024,64,20,2,3,0.8949676673068866,0.8841399062386219,0.13053759996546432,1.1398096000193618,8.731657394658056
Low-Rank (r=rank),1024,1024,64,0,0,4,0.9360167872716791,0.8845065415684327,0.09715279994998127,1.202960099966731,12.382145451145721
Low-Rank (r=rank),1024,1024,64,0,1,4,0.9089344167233699,0.8845065415684327,0.09975270001450554,1.2110621000174433,12.140644813036005
Low-Rank (r=rank),1024,1024,64,0,2,4,0.8989222403168621,0.8845065415684327,0.09802360000321642,1.1249468000023626,11.476285302370552
Low-Rank (r=rank),1024,1024,64,5,0,4,0.9345624136568113,0.8845065415684327,0.10422550002112985,1.1695815999992192,11.221645372409895
Low-Rank (r=rank),1024,1024,64,5,1,4,0.9074728732531557,0.8845065415684327,0.10376799997175112,1.176939000026323,11.342022592193377
Low-Rank (r=rank),1024,1024,64,5,2,4,0.8981042122417808,0.8845065415684327,0.10530980001203716,1.2201562999980524,11.586350936556576
Low-Rank (r=rank),1024,1024,64,10,0,4,0.9336065209572468,0.8845065415684327,0.12081839999882504,1.1838624999509193,9.798693741701863
Low-Rank (r=rank),1024,1024,64,10,1,4,0.9067325810499343,0.8845065415684327,0.11452229996211827,1.1118008999619633,9.708160771567854
Low-Rank (r=rank),1024,1024,64,10,2,4,0.8970832029122204,0.8845065415684327,0.12627339997561648,1.1051687000435777,8.752189299226812
Low-Rank (r=rank),1024,1024,64,20,0,4,0.9311846537245521,0.8845065415684327,0.15109990001656115,1.264334500010591,8.367540282104851
Low-Rank (r=rank),1024,1024,64,20,1,4,0.9049288988275004,0.8845065415684327,0.19019339996157214,1.6155992999556474,8.49450769733373
Low-Rank (r=rank),1024,1024,64,20,2,4,0.8954527606610877,0.8845065415684327,0.19609659997513518,1.8711627000011504,9.542045605270115
NN-Like,1024,1024,64,0,0,0,2.8457840638415912e-15,4.1291275832510415e-15,0.13675649999640882,1.5467467000125907,11.310224377292544
NN-Like,1024,1024,64,0,1,0,7.790192399063227e-10,4.1291275832510415e-15,0.13247469998896122,1.3526190999546088,10.210395645865354
NN-Like,1024,1024,64,0,2,0,0.0008276032635106609,4.1291275832510415e-15,0.11720330000389367,1.370408500020858,11.692576062067628
NN-Like,1024,1024,64,5,0,0,3.399620895735674e-15,4.1291275832510415e-15,0.12501439999323338,1.2211336999898776,9.767944333260598
NN-Like,1024,1024,64,5,1,0,6.767779725063054e-10,4.1291275832510415e-15,0.11184269998921081,1.179787100001704,10.548628565972702
NN-Like,1024,1024,64,5,2,0,0.0007857228098053822,4.1291275832510415e-15,0.12395670003024861,1.1299723000265658,9.115863037260782
NN-Like,1024,1024,64,10,0,0,9.031588960470835e-15,4.1291275832510415e-15,0.10722249996615574,1.086728000023868,10.135260792901567
NN-Like,1024,1024,64,10,1,0,7.10340055916685e-10,4.1291275832510415e-15,0.13047429994912818,1.0612806999706663,8.134021032375408
NN-Like,1024,1024,64,10,2,0,0.0007779110859441573,4.1291275832510415e-15,0.12509180000051856,1.082586699980311,8.654337854086545
NN-Like,1024,1024,64,20,0,0,5.6091780206998424e-15,4.1291275832510415e-15,0.15307410003151745,1.0253721000044607,6.698534237949725
NN-Like,1024,1024,64,20,1,0,5.559810725050401e-10,4.1291275832510415e-15,0.13075620000017807,0.966797899978701,7.39389719170016
NN-Like,1024,1024,64,20,2,0,0.0007748679737991136,4.1291275832510415e-15,0.16781579999951646,0.9930063000065275,5.9172396163495256
NN-Like,1024,1024,64,0,0,1,1.5696445567642734e-15,1.5313916205599454e-15,0.10032010002760217,1.0970487999729812,10.935483513983122
NN-Like,1024,1024,64,0,1,1,1.1788489658230378e-09,1.5313916205599454e-15,0.09771320002619177,1.090959399996791,11.164913232852493
NN-Like,1024,1024,64,0,2,1,0.0008289975604573438,1.5313916205599454e-15,0.11613759997999296,1.0543567999848165,9.078513764417817
NN-Like,1024,1024,64,5,0,1,1.920228519554501e-15,1.5313916205599454e-15,0.09942539996700361,1.0784933000104502,10.84726136750137
NN-Like,1024,1024,64,5,1,1,7.227870072107281e-10,1.5313916205599454e-15,0.12709059996996075,1.1457857000059448,9.015503115704574
NN-Like,1024,1024,64,5,2,1,0.0008190135448691329,1.5313916205599454e-15,0.11434969998663291,1.117305900028441,9.770956112338295
NN-Like,1024,1024,64,10,0,1,1.7423930312559513e-15,1.5313916205599454e-15,0.12175270001171157,1.2065453000250272,9.909803231542035
NN-Like,1024,1024,64,10,1,1,8.174577274480255e-10,1.5313916205599454e-15,0.12934569997014478,1.1098342000041157,8.580371827283663
NN-Like,1024,1024,64,10,2,1,0.0008001377730385408,1.5313916205599454e-15,0.14167789998464286,1.1200395000050776,7.90553431499538
NN-Like,1024,1024,64,20,0,1,4.481359516051799e-15,1.5313916205599454e-15,0.1500866999849677,1.0573032000102103,7.044616212603162
NN-Like,1024,1024,64,20,1,1,6.15359526621657e-10,1.5313916205599454e-15,0.1443409000057727,1.0900724000530317,7.552068748424292
NN-Like,1024,1024,64,20,2,1,0.0007285922635681643,1.5313916205599454e-15,0.16380959999514744,1.0270079999463633,6.269522665196585
NN-Like,1024,1024,64,0,0,2,5.8545616657777466e-15,2.1364176004096095e-15,0.10373580001760274,1.1244232000317425,10.839297521597569
NN-Like,1024,1024,64,0,1,2,7.574351342314987e-10,2.1364176004096095e-15,0.09630399994784966,1.1373828999930993,11.810339140731562
NN-Like,1024,1024,64,0,2,2,0.0008775573475881559,2.1364176004096095e-15,0.11206610000226647,1.039465299982112,9.275465996952596
NN-Like,1024,1024,64,5,0,2,1.697119150751254e-15,2.1364176004096095e-15,0.11587719997623935,1.0416983999894,8.989675278682956
NN-Like,1024,1024,64,5,1,2,6.866821681827644e-10,2.1364176004096095e-15,0.11416709999321029,1.059004399983678,9.27591574145843
NN-Like,1024,1024,64,5,2,2,0.0007074460167035139,2.1364176004096095e-15,0.1316819000057876,0.9977516999933869,7.576984383955078
NN-Like,1024,1024,64,10,0,2,1.2509752909456655e-15,2.1364176004096095e-15,0.12368249997962266,1.135394399985671,9.179911468257297
NN-Like,1024,1024,64,10,1,2,9.563692077787908e-10,2.1364176004096095e-15,0.11510509997606277,1.084901100024581,9.425308698313078
NN-Like,1024,1024,64,10,2,2,0.0008051656206500024,2.1364176004096095e-15,0.13519419997464865,1.0535796000040136,7.793082840843607
NN-Like,1024,1024,64,20,0,2,1.3403456738816697e-15,2.1364176004096095e-15,0.13722440000856295,1.1140648999717087,8.118562733028455
NN-Like,1024,1024,64,20,1,2,6.178320646353209e-10,2.1364176004096095e-15,0.1531232999986969,1.051966099999845,6.870058965610051
NN-Like,1024,1024,64,20,2,2,0.0007439579378368728,2.1364176004096095e-15,0.14924810000229627,1.1002413999522105,7.371895521184408
NN-Like,1024,1024,64,0,0,3,1.0367728122705865e-14,8.247674539429062e-15,0.09531690005678684,1.0601066999952309,11.12191751267249
NN-Like,1024,1024,64,0,1,3,8.19488687106127e-10,8.247674539429062e-15,0.09872599999653175,0.9978121999884024,10.106883698554135
NN-Like,1024,1024,64,0,2,3,0.0007941057024387307,8.247674539429062e-15,0.10104660002980381,1.0460398999857716,10.352054395469427
NN-Like,1024,1024,64,5,0,3,3.579859890461985e-15,8.247674539429062e-15,0.10974460002034903,1.081380799994804,9.85361284103539
NN-Like,1024,1024,64,5,1,3,1.2786121961083564e-09,8.247674539429062e-15,0.10523230000399053,1.0294837999972515,9.782963975492432
NN-Like,1024,1024,64,5,2,3,0.0008057487275593841,8.247674539429062e-15,0.11091050005052239,1.0499473999952897,9.466618575491172
NN-Like,1024,1024,64,10,0,3,5.117770907196634e-15,8.247674539429062e-15,0.10759900003904477,1.0645264000049792,9.893459972850039
NN-Like,1024,1024,64,10,1,3,5.967578703430001e-10,8.247674539429062e-15,0.11964430002262816,1.0719647000078112,8.959596903530482
NN-Like,1024,1024,64,10,2,3,0.0008256464699860949,8.247674539429062e-15,0.1418472000514157,1.0606082000304013,7.4771176283067975
NN-Like,1024,1024,64,20,0,3,1.2866214868411244e-15,8.247674539429062e-15,0.14179399999557063,1.1647447000141256,8.214344048764474
NN-Like,1024,1024,64,20,1,3,4.88814336689196e-10,8.247674539429062e-15,0.1406864000018686,1.0630067000165582,7.555859699320185
NN-Like,1024,1024,64,20,2,3,0.0007210979413331092,8.247674539429062e-15,0.157831399992574,1.0453262000228278,6.623055995651122
NN-Like,1024,1024,64,0,0,4,1.412511239345924e-15,3.35756912326556e-15,0.09446649998426437,1.0475685999845155,11.08931314443758
NN-Like,1024,1024,64,0,1,4,7.736068401113129e-10,3.35756912326556e-15,0.1089526999858208,1.1049683000310324,10.141724805120331
NN-Like,1024,1024,64,0,2,4,0.000825533797260686,3.35756912326556e-15,0.10917609999887645,1.0681019999901764,9.783295061842
NN-Like,1024,1024,64,5,0,4,3.9944122964070886e-15,3.35756912326556e-15,0.14525840000715107,1.1112194000161253,7.649949331408166
NN-Like,1024,1024,64,5,1,4,6.30703838059643e-10,3.35756912326556e-15,0.11740470002405345,1.056473399978131,8.998561384354158
NN-Like,1024,1024,64,5,2,4,0.0008120376319297404,3.35756912326556e-15,0.1224746000370942,1.0876567999948747,8.880672397913145
NN-Like,1024,1024,64,10,0,4,2.6279370958104934e-15,3.35756912326556e-15,0.11747140000807121,1.097477399976924,9.34250719665824
NN-Like,1024,1024,64,10,1,4,8.4347973777444e-10,3.35756912326556e-15,0.11977570003364235,1.0157838999875821,8.480717705697156
NN-Like,1024,1024,64,10,2,4,0.0008100148964710389,3.35756912326556e-15,0.1265762000111863,1.039950200007297,8.21600111170497
NN-Like,1024,1024,64,20,0,4,4.638576354890416e-15,3.35756912326556e-15,0.1416373999672942,1.125724000041373,7.947929009578802
NN-Like,1024,1024,64,20,1,4,4.986297562264695e-10,3.35756912326556e-15,0.14762310002697632,1.0640644999803044,7.20798099881292
NN-Like,1024,1024,64,20,2,4,0.0007481381118098469,3.35756912326556e-15,0.16043569997418672,1.057813499995973,6.59337977872861
